Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
01/02/07,7:08:00,2.842,0,238.82,11.8,0,0,18
01/02/07,7:09:00,2.874,0,240.23,11.8,0,0,18
01/02/07,7:10:00,2.36,0,242.68,9.8,0,0,18
01/02/07,7:11:00,2.106,0,243.29,8.6,0,0,18
01/02/07,7:12:00,2.126,0,242.09,8.8,0,0,18
01/02/07,7:13:00,2.108,0,241.56,8.6,0,0,18
01/02/07,7:14:00,2.108,0,241.18,8.6,0,0,17
01/02/07,7:15:00,2.108,0,240.6,8.8,0,0,18
01/02/07,7:16:00,2.12,0,240.61,8.8,0,0,18
01/02/07,7:17:00,2.116,0,240.22,8.8,0,0,18
01/02/07,7:18:00,2.06,0,239.65,8.6,0,0,17
01/02/07,7:19:00,2.586,0,239.34,10.8,0,0,18
01/02/07,7:20:00,2.448,0.094,239.06,10.2,0,0,17
01/02/07,7:21:00,2.088,0.102,240.27,8.6,0,0,18
01/02/07,7:22:00,2.15,0.092,239.63,9,0,0,18
01/02/07,7:23:00,2.206,0.09,239.79,9.2,0,0,17
01/02/07,7:24:00,2.292,0.18,239.56,9.6,0,0,18
01/02/07,7:25:00,2.32,0.22,239.29,9.6,0,0,17
01/02/07,7:26:00,2.494,0.212,238.52,10.4,0,0,18
01/02/07,7:27:00,2.67,0.214,239.1,11.2,0,0,17
01/02/07,7:28:00,3.066,0.212,239.75,12.8,0,0,18
01/02/07,7:29:00,2.76,0.214,240.02,11.4,0,0,18
01/02/07,7:30:00,3.07,0.222,239.36,12.8,0,0,17
01/02/07,7:31:00,3.004,0.162,238.98,12.6,0,0,18
01/02/07,7:32:00,3.492,0.114,237.96,14.6,0,0,17
01/02/07,7:33:00,3.628,0.114,237.51,15.2,0,0,17
01/02/07,7:34:00,3.73,0.114,237.61,15.6,0,0,18
01/02/07,7:35:00,4.332,0.228,236.96,18.4,0,0,17
01/02/07,7:36:00,3.904,0.108,236.51,16.4,0,0,17
01/02/07,7:37:00,3.766,0.11,237.17,15.8,0,0,17
01/02/07,7:38:00,5.268,0.102,236.55,23.4,0,0,17
01/02/07,7:39:00,7.482,0,233.62,32,0,0,17
01/02/07,7:40:00,5.024,0,236.41,21.6,0,0,17
01/02/07,7:41:00,3.592,0,237.72,15,0,0,18
01/02/07,7:42:00,4.684,0,236.48,19.8,0,0,17
01/02/07,7:43:00,4.764,0,236.33,20,0,0,17
01/02/07,7:44:00,3.552,0,237.91,14.8,0,0,17
01/02/07,7:45:00,3.466,0,236.38,14.6,0,0,17
01/02/07,7:46:00,3.286,0,237.14,13.8,0,0,18
01/02/07,7:47:00,3.2,0,236.82,13.4,0,0,17
01/02/07,7:48:00,3.196,0,236.65,13.4,0,0,17
01/02/07,7:49:00,3.332,0,236.21,14,0,0,17
01/02/07,7:50:00,3.406,0.166,236.64,14.4,0,0,17
01/02/07,7:51:00,3.184,0.154,236.56,13.4,0,0,17
01/02/07,7:52:00,2.96,0.146,236.3,12.4,0,0,18
01/02/07,7:53:00,2.874,0.086,236.54,12,0,0,17
01/02/07,7:54:00,2.58,0,236.75,10.8,0,0,17
01/02/07,7:55:00,2.566,0,236.46,10.8,0,0,17
01/02/07,7:56:00,2.546,0,235.46,10.8,0,0,17
01/02/07,7:57:00,2.634,0.046,236.31,11,0,0,17
01/02/07,7:58:00,2.678,0.102,236.8,11.2,0,0,17
01/02/07,7:59:00,2.686,0.1,236.51,11.2,0,0,18
01/02/07,8:00:00,2.832,0.22,235.97,12,0,0,17
01/02/07,8:01:00,2.744,0.194,235.22,11.6,0,0,17
01/02/07,8:02:00,2.728,0.196,235.77,11.6,0,0,17
01/02/07,8:03:00,2.708,0.192,234.86,11.4,0,0,17
01/02/07,8:04:00,2.694,0.19,234.29,11.4,0,0,16
01/02/07,8:05:00,2.788,0.186,233.78,11.8,0,0,17
01/02/07,8:06:00,2.812,0.188,234.29,12,0,0,17
01/02/07,8:07:00,2.82,0.2,234.31,12,0,0,17
01/02/07,8:08:00,2.886,0.214,233.84,12.4,0,0,17
01/02/07,8:09:00,4.116,0.194,233.05,17.6,2,0,16
01/02/07,8:10:00,2.878,0.2,234.55,12.2,1,0,17
01/02/07,8:11:00,2.86,0.196,233.91,12.2,1,0,17
01/02/07,8:12:00,2.766,0.198,234.08,11.8,1,0,17
01/02/07,8:13:00,2.66,0.17,234.31,11.4,2,0,17
01/02/07,8:14:00,2.516,0,235.01,10.6,1,0,17
01/02/07,8:15:00,2.698,0.174,235.51,11.4,1,0,17
01/02/07,8:16:00,2.99,0.186,237.83,12.6,1,0,17
01/02/07,8:17:00,2.632,0.08,238.63,11,1,0,17
01/02/07,8:18:00,2.664,0,238.59,11,2,0,18
01/02/07,8:19:00,2.712,0,238.06,11.4,1,0,17
01/02/07,8:20:00,2.702,0,238.42,11.2,1,0,18
01/02/07,8:21:00,2.906,0,238.67,12.2,1,0,17
01/02/07,8:22:00,3.246,0,238.01,13.8,2,0,18
01/02/07,8:23:00,2.774,0,237.86,11.6,1,0,17
01/02/07,8:24:00,2.768,0,237.86,11.6,1,0,17
01/02/07,8:25:00,2.774,0,238.23,11.6,1,0,18
01/02/07,8:26:00,2.75,0,237.47,11.6,1,0,17
01/02/07,8:27:00,2.744,0,238.13,11.4,1,0,17
01/02/07,8:28:00,2.764,0,237.45,11.6,1,0,18
01/02/07,8:29:00,4.348,0,236.19,18.8,27,0,17
01/02/07,8:30:00,4.982,0,236.12,21,38,0,17
01/02/07,8:31:00,4.966,0,235.88,21,37,0,17
01/02/07,8:32:00,5.02,0,235.42,21.2,37,0,17
01/02/07,8:33:00,4.978,0,235.49,21,38,0,17
01/02/07,8:34:00,4.866,0,234.55,20.6,37,0,17
01/02/07,8:35:00,4.84,0,235.38,20.4,37,0,17
01/02/07,8:36:00,4.888,0,236.07,20.6,37,0,17
01/02/07,8:37:00,5.176,0,234.84,22,37,0,17
01/02/07,8:38:00,4.506,0,234.93,19,37,0,17
01/02/07,8:39:00,4.608,0.048,235,19.6,37,0,17
01/02/07,8:40:00,4.718,0.088,234.17,20,37,0,16
01/02/07,8:41:00,4.7,0.086,233.91,20,37,0,17
01/02/07,8:42:00,4.672,0.09,235.15,19.8,37,0,17
01/02/07,8:43:00,2.62,0.11,237.55,11,2,0,17
01/02/07,8:44:00,2.588,0.182,237.12,11,1,0,18
01/02/07,8:45:00,2.758,0.42,236.48,11.8,1,1,17
01/02/07,8:46:00,2.904,0.408,237.01,12.2,2,1,17
01/02/07,8:47:00,2.906,0.4,236.94,12.2,1,1,17
01/02/07,8:48:00,2.98,0.482,236.67,12.6,1,2,18
01/02/07,8:49:00,2.984,0.5,237,12.6,1,1,17
01/02/07,8:50:00,2.968,0.494,236.34,12.6,1,1,17
01/02/07,8:51:00,2.956,0.488,235.65,12.6,2,2,17
01/02/07,8:52:00,2.96,0.49,235.71,12.6,1,1,17
01/02/07,8:53:00,2.962,0.492,235.82,12.6,1,2,17
01/02/07,8:54:00,2.898,0.464,235.85,12.4,1,1,17
01/02/07,8:55:00,3.248,0.19,235.92,14,1,1,17
01/02/07,8:56:00,2.746,0.194,236.25,11.6,2,2,17
01/02/07,8:57:00,2.744,0.192,236.13,11.6,1,1,17
01/02/07,8:58:00,2.754,0.196,236.76,11.6,1,1,18
01/02/07,8:59:00,2.664,0.176,236.91,11.2,1,2,17
01/02/07,9:00:00,3.26,0.136,236.02,14,1,1,17
01/02/07,9:01:00,2.402,0.104,237.23,10,2,1,17
01/02/07,9:02:00,2.406,0.106,237.48,10,1,2,17
01/02/07,9:03:00,2.41,0.108,237.82,10,1,1,18
01/02/07,9:04:00,2.164,0.106,237.98,9.2,1,1,17
01/02/07,9:05:00,1.906,0.104,238.35,8,1,1,18
01/02/07,9:06:00,1.898,0.102,237.72,8,2,2,17
01/02/07,9:07:00,1.904,0.104,237.89,8,1,1,17
01/02/07,9:08:00,1.908,0.104,238.19,8,1,1,18
01/02/07,9:09:00,1.902,0.104,237.85,8,1,1,17
01/02/07,9:10:00,1.904,0.104,237.88,8,1,1,17
01/02/07,9:11:00,1.896,0.102,237.5,8,2,2,18
01/02/07,9:12:00,1.9,0.102,237.7,8,1,1,17
01/02/07,9:13:00,1.85,0,237.38,7.8,1,0,17
01/02/07,9:14:00,1.84,0,238.28,7.6,1,0,18
01/02/07,9:15:00,1.83,0,237.77,7.6,1,0,17
01/02/07,9:16:00,1.83,0,237.68,7.6,2,0,17
01/02/07,9:17:00,1.81,0,237.45,7.6,1,0,18
01/02/07,9:18:00,1.658,0,237.34,7,1,0,17
01/02/07,9:19:00,1.654,0,237.28,6.8,1,0,17
01/02/07,9:20:00,1.722,0.056,236.79,7.2,2,0,17
01/02/07,9:21:00,1.76,0.114,237.17,7.4,1,0,18
01/02/07,9:22:00,1.768,0.116,237.31,7.4,1,0,17
01/02/07,9:23:00,1.766,0.116,237.3,7.4,1,0,17
01/02/07,9:24:00,1.842,0.118,237.74,7.8,1,0,17
01/02/07,9:25:00,1.678,0.128,237.89,7,2,0,18
01/02/07,9:26:00,1.444,0.12,237.6,6,1,0,17
01/02/07,9:27:00,1.444,0.122,237.92,6,1,0,17
01/02/07,9:28:00,1.448,0.124,238.27,6,1,0,18
01/02/07,9:29:00,1.444,0.122,238.1,6,2,0,17
01/02/07,9:30:00,1.448,0.124,238.54,6,1,0,18
01/02/07,9:31:00,1.444,0.126,238.71,6,1,0,17
01/02/07,9:32:00,1.434,0.122,238.06,6,1,0,18
01/02/07,9:33:00,1.518,0.216,237.85,6.4,1,0,17
01/02/07,9:34:00,1.49,0.256,237.55,6.2,1,0,17
01/02/07,9:35:00,1.474,0.248,237.38,6.2,1,0,17
01/02/07,9:36:00,1.458,0.246,237.49,6.2,1,0,18
01/02/07,9:37:00,1.518,0.234,237.46,6.4,1,0,17
01/02/07,9:38:00,1.444,0.116,238.82,6,1,0,18
01/02/07,9:39:00,1.43,0.098,238.51,6,2,0,17
01/02/07,9:40:00,1.418,0.094,238.16,5.8,1,0,17
01/02/07,9:41:00,1.42,0.094,238.16,5.8,1,0,18
01/02/07,9:42:00,1.416,0.094,238.1,5.8,1,0,17
01/02/07,9:43:00,1.406,0.092,237.5,5.8,1,0,17
01/02/07,9:44:00,1.384,0.104,237.39,5.8,1,0,18
01/02/07,9:45:00,1.348,0.076,238.03,5.6,1,0,17
01/02/07,9:46:00,1.3,0,238.16,5.4,1,0,17
01/02/07,9:47:00,1.332,0,238.27,5.6,1,0,18
01/02/07,9:48:00,2.402,0,236.87,11,17,0,17
01/02/07,9:49:00,3.496,0,235.98,14.8,37,0,17
01/02/07,9:50:00,3.492,0,235.93,14.8,37,0,17
01/02/07,9:51:00,3.502,0,236.29,14.8,38,0,17
01/02/07,9:52:00,3.494,0,235.84,14.8,37,0,17
01/02/07,9:53:00,3.486,0,235.61,14.8,37,0,17
01/02/07,9:54:00,3.492,0,236,14.8,37,0,18
01/02/07,9:55:00,3.504,0,236.53,14.8,37,0,17
01/02/07,9:56:00,3.518,0,237.18,14.8,38,0,17
01/02/07,9:57:00,3.52,0,236.98,14.8,38,0,17
01/02/07,9:58:00,3.51,0,236.81,14.8,37,0,17
01/02/07,9:59:00,3.502,0,236.86,14.6,37,0,18
01/02/07,10:00:00,3.52,0,237.37,14.8,38,0,17
01/02/07,10:01:00,3.508,0,237.14,14.8,37,0,17
01/02/07,10:02:00,3.5,0,236.93,14.6,37,0,17
01/02/07,10:03:00,2.368,0.114,237.16,11,19,0,17
01/02/07,10:04:00,1.376,0.112,237.75,5.8,0,0,18
01/02/07,10:05:00,1.38,0.116,238.34,5.8,0,0,17
01/02/07,10:06:00,1.378,0.12,237.81,5.8,0,0,18
01/02/07,10:07:00,1.394,0.148,237.15,5.8,0,0,17
01/02/07,10:08:00,1.372,0.116,236.94,5.8,1,0,17
01/02/07,10:09:00,1.358,0.108,236.76,5.6,0,0,17
01/02/07,10:10:00,1.356,0.11,236.83,5.6,0,0,17
01/02/07,10:11:00,1.348,0.106,236.06,5.6,0,0,17
01/02/07,10:12:00,1.352,0.108,236.58,5.6,0,0,18
01/02/07,10:13:00,1.348,0.106,236.21,5.6,0,0,17
01/02/07,10:14:00,1.362,0.112,237.57,5.6,0,0,17
01/02/07,10:15:00,1.358,0.11,237.39,5.6,0,0,17
01/02/07,10:16:00,1.362,0.112,237.72,5.6,0,0,18
01/02/07,10:17:00,1.368,0.116,238.37,5.6,0,0,17
01/02/07,10:18:00,1.344,0.074,238.78,5.6,0,0,18
01/02/07,10:19:00,1.282,0,238.9,5.2,0,0,17
01/02/07,10:20:00,1.322,0,239.14,5.4,0,0,18
01/02/07,10:21:00,1.36,0.09,239.1,5.6,0,0,17
01/02/07,10:22:00,1.348,0.086,238.03,5.6,0,0,17
01/02/07,10:23:00,1.352,0.086,238.23,5.6,0,0,18
01/02/07,10:24:00,1.356,0.088,238.8,5.6,0,0,17
01/02/07,10:25:00,1.356,0.088,238.89,5.6,0,0,18
01/02/07,10:26:00,1.352,0.088,238.55,5.6,0,0,17
01/02/07,10:27:00,1.356,0.09,239.25,5.6,0,0,18
01/02/07,10:28:00,1.352,0.088,238.81,5.6,0,0,17
01/02/07,10:29:00,1.344,0.086,238.3,5.6,0,0,18
01/02/07,10:30:00,1.344,0.086,238.25,5.6,0,0,17
01/02/07,10:31:00,1.342,0.086,238.25,5.6,0,0,17
01/02/07,10:32:00,1.288,0,238.14,5.4,0,0,18
01/02/07,10:33:00,1.266,0,237.4,5.2,0,0,17
01/02/07,10:34:00,1.262,0,237.05,5.2,0,0,17
01/02/07,10:35:00,1.276,0,238.34,5.2,0,0,18
01/02/07,10:36:00,1.278,0,238.57,5.2,0,0,17
01/02/07,10:37:00,1.286,0,238.52,5.4,0,0,18
01/02/07,10:38:00,1.31,0,238.69,5.4,0,0,17
01/02/07,10:39:00,1.28,0,238.66,5.2,0,0,18
01/02/07,10:40:00,1.286,0,239.26,5.4,0,0,17
01/02/07,10:41:00,1.284,0,239.18,5.4,0,0,18
01/02/07,10:42:00,1.29,0,239.65,5.4,0,0,17
01/02/07,10:43:00,1.302,0,239.11,5.4,0,0,18
01/02/07,10:44:00,1.392,0.118,239.06,5.8,0,0,17
01/02/07,10:45:00,1.4,0.122,239.87,5.8,0,0,18
01/02/07,10:46:00,1.394,0.122,239.69,5.8,0,0,17
01/02/07,10:47:00,1.4,0.124,240.31,5.8,0,0,18
01/02/07,10:48:00,1.402,0.126,240.65,5.8,0,0,18
01/02/07,10:49:00,1.406,0.128,241.27,5.8,0,0,18
01/02/07,10:50:00,1.406,0.13,241.42,5.8,0,0,18
01/02/07,10:51:00,1.4,0.128,240.88,5.8,0,0,17
01/02/07,10:52:00,1.41,0.128,241.1,5.8,0,0,18
01/02/07,10:53:00,1.406,0.128,241,5.8,0,0,18
01/02/07,10:54:00,1.396,0.124,240.19,5.8,0,0,18
01/02/07,10:55:00,1.386,0.122,239.64,5.8,0,0,17
01/02/07,10:56:00,1.366,0.114,238.13,5.6,0,0,18
01/02/07,10:57:00,1.37,0.116,238.56,5.6,0,0,17
01/02/07,10:58:00,1.372,0.116,238.76,5.6,0,0,18
01/02/07,10:59:00,1.328,0.05,239.18,5.4,0,0,17
01/02/07,11:00:00,1.28,0,238.74,5.2,0,0,17
01/02/07,11:01:00,1.276,0,238.44,5.2,0,0,18
01/02/07,11:02:00,1.282,0,238.95,5.2,0,0,17
01/02/07,11:03:00,1.278,0,238.52,5.2,0,0,18
01/02/07,11:04:00,1.27,0,237.86,5.2,0,0,17
01/02/07,11:05:00,1.27,0,237.69,5.2,0,0,18
01/02/07,11:06:00,1.274,0,238.16,5.2,0,0,17
01/02/07,11:07:00,1.328,0,238.37,5.6,0,0,17
01/02/07,11:08:00,1.364,0.09,239,5.6,0,0,18
01/02/07,11:09:00,1.366,0.09,239.1,5.6,0,0,17
01/02/07,11:10:00,1.362,0.09,238.87,5.6,0,0,18
01/02/07,11:11:00,1.364,0.09,239.12,5.6,0,0,17
01/02/07,11:12:00,1.364,0.09,239.23,5.6,0,0,18
01/02/07,11:13:00,1.36,0.09,238.87,5.6,0,0,17
01/02/07,11:14:00,1.354,0.088,238.7,5.6,0,0,18
01/02/07,11:15:00,1.43,0.198,237.86,6,0,0,17
01/02/07,11:16:00,1.422,0.204,237.83,6,0,2,17
01/02/07,11:17:00,1.418,0.204,237.83,6,0,1,18
01/02/07,11:18:00,1.402,0.176,238.13,5.8,0,1,17
01/02/07,11:19:00,1.362,0.106,238.75,5.6,0,2,18
01/02/07,11:20:00,1.358,0.104,238.35,5.6,0,1,17
01/02/07,11:21:00,1.364,0.108,238.95,5.6,0,2,18
01/02/07,11:22:00,1.37,0.108,238.83,5.6,0,1,17
01/02/07,11:23:00,1.366,0.106,238.4,5.6,0,1,17
01/02/07,11:24:00,1.398,0.126,238.99,5.8,0,2,18
01/02/07,11:25:00,1.484,0.242,239.32,6.2,0,1,18
01/02/07,11:26:00,1.474,0.238,238.87,6.2,0,2,17
01/02/07,11:27:00,1.478,0.242,239.49,6.2,0,1,18
01/02/07,11:28:00,1.488,0.248,240.61,6.2,0,1,17
01/02/07,11:29:00,1.49,0.25,241.02,6.2,0,2,18
01/02/07,11:30:00,1.476,0.246,240.24,6.2,0,1,18
01/02/07,11:31:00,1.476,0.25,240.92,6.2,0,1,18
01/02/07,11:32:00,1.468,0.246,240.32,6.2,0,1,17
01/02/07,11:33:00,1.464,0.244,240.03,6.2,0,2,18
01/02/07,11:34:00,1.462,0.244,240.01,6,0,1,18
01/02/07,11:35:00,1.458,0.244,239.9,6,0,1,17
01/02/07,11:36:00,1.45,0.238,239.08,6,0,1,18
01/02/07,11:37:00,1.452,0.238,238.84,6,0,2,17
01/02/07,11:38:00,1.446,0.236,238.42,6,0,1,18
01/02/07,11:39:00,1.44,0.232,237.9,6,0,1,17
01/02/07,11:40:00,1.378,0.14,238.37,5.8,0,1,17
01/02/07,11:41:00,1.352,0.104,238.42,5.6,0,1,18
01/02/07,11:42:00,1.35,0.104,238.11,5.6,0,2,17
01/02/07,11:43:00,1.348,0.096,238.53,5.6,0,1,18
01/02/07,11:44:00,1.28,0,238.17,5.4,0,0,17
01/02/07,11:45:00,1.276,0,238.43,5.2,0,0,17
01/02/07,11:46:00,1.28,0,238.85,5.2,0,0,18
01/02/07,11:47:00,1.29,0,239.86,5.4,0,0,18
01/02/07,11:48:00,1.29,0,239.75,5.4,0,0,17
01/02/07,11:49:00,1.292,0,239.88,5.4,0,0,18
01/02/07,11:50:00,1.292,0,239.92,5.4,0,0,17
01/02/07,11:51:00,1.302,0,240.82,5.4,0,0,18
01/02/07,11:52:00,1.306,0,240.54,5.4,0,0,18
01/02/07,11:53:00,1.292,0,239.26,5.4,0,0,17
01/02/07,11:54:00,1.378,0.072,240.71,5.8,0,0,18
01/02/07,11:55:00,1.39,0.1,241.46,5.6,0,0,18
01/02/07,11:56:00,1.384,0.098,241.06,5.6,0,0,18
01/02/07,11:57:00,1.392,0.1,241.62,5.6,0,0,18
01/02/07,11:58:00,1.386,0.1,241.65,5.6,0,0,18
01/02/07,11:59:00,1.37,0.094,240.38,5.6,0,0,17
01/02/07,12:00:00,1.36,0.09,239.57,5.6,0,0,18
01/02/07,12:01:00,1.36,0.092,239.84,5.6,0,0,18
01/02/07,12:02:00,1.364,0.094,240.16,5.6,0,0,17
01/02/07,12:03:00,1.362,0.094,240.03,5.6,0,0,18
01/02/07,12:04:00,1.37,0.096,240.87,5.6,0,0,18
01/02/07,12:05:00,1.362,0.06,240.89,5.6,0,0,17
01/02/07,12:06:00,1.402,0.122,240.03,5.8,0,0,18
01/02/07,12:07:00,1.406,0.122,239.96,5.8,0,0,18
01/02/07,12:08:00,1.402,0.122,239.85,5.8,0,0,17
01/02/07,12:09:00,1.404,0.124,240.33,5.8,0,0,18
01/02/07,12:10:00,1.398,0.122,240.04,5.8,0,0,18
01/02/07,12:11:00,1.4,0.126,240.82,5.8,0,0,17
01/02/07,12:12:00,1.392,0.122,240.14,5.8,0,0,18
01/02/07,12:13:00,1.384,0.12,239.51,5.8,0,0,18
01/02/07,12:14:00,1.39,0.122,240.31,5.8,0,0,17
01/02/07,12:15:00,1.39,0.124,240.32,5.8,0,0,18
01/02/07,12:16:00,1.386,0.122,239.93,5.8,0,0,18
01/02/07,12:17:00,1.096,0.128,240.77,5,0,0,13
01/02/07,12:18:00,0.326,0.136,241.03,1.4,0,0,0
01/02/07,12:19:00,0.326,0.136,241.12,1.4,0,0,0
01/02/07,12:20:00,0.326,0.134,240.62,1.4,0,0,0
01/02/07,12:21:00,0.262,0.046,240.8,1.2,0,0,0
01/02/07,12:22:00,0.23,0,240.13,1,0,0,0
01/02/07,12:23:00,0.23,0,240.02,1,0,0,0
01/02/07,12:24:00,0.23,0,240.29,1,0,0,0
01/02/07,12:25:00,0.23,0,240.12,1,0,0,0
01/02/07,12:26:00,0.23,0,240.44,1,0,0,0
01/02/07,12:27:00,0.232,0,241.37,1,0,0,0
01/02/07,12:28:00,0.232,0,240.88,1,0,0,0
01/02/07,12:29:00,0.232,0,240.69,1,0,0,0
01/02/07,12:30:00,0.23,0,240.53,1,0,0,0
01/02/07,12:31:00,0.232,0,240.86,1,0,0,0
01/02/07,12:32:00,0.232,0,241.09,1,0,0,0
01/02/07,12:33:00,0.232,0,240.89,1,0,0,0
01/02/07,12:34:00,0.234,0,241.73,1,0,0,0
01/02/07,12:35:00,0.234,0,241.73,1,0,0,0
01/02/07,12:36:00,0.232,0,240.81,1,0,0,0
01/02/07,12:37:00,0.232,0,241.28,1,0,0,0
01/02/07,12:38:00,0.234,0,241.36,1,0,0,0
01/02/07,12:39:00,0.232,0,241.29,1,0,0,0
01/02/07,12:40:00,0.258,0,241.52,1.2,0,0,0
01/02/07,12:41:00,0.31,0.11,241.68,1.4,0,0,0
01/02/07,12:42:00,0.31,0.11,241.81,1.4,0,0,0
01/02/07,12:43:00,0.312,0.114,242.6,1.4,0,0,0
01/02/07,12:44:00,0.312,0.114,242.79,1.4,0,0,0
01/02/07,12:45:00,0.31,0.11,241.72,1.4,0,0,0
01/02/07,12:46:00,0.368,0.168,241.22,1.8,0,0,0
01/02/07,12:47:00,0.416,0.238,240.73,2,0,0,0
01/02/07,12:48:00,0.408,0.236,240.18,2,0,0,0
01/02/07,12:49:00,0.408,0.24,240.85,2,0,0,0
01/02/07,12:50:00,0.408,0.246,241.96,2,0,0,0
01/02/07,12:51:00,0.404,0.242,241.97,2,0,0,0
01/02/07,12:52:00,0.334,0.14,241.7,1.4,0,0,0
01/02/07,12:53:00,0.334,0.14,241.46,1.4,0,0,0
01/02/07,12:54:00,0.332,0.14,241.55,1.4,0,0,0
01/02/07,12:55:00,0.332,0.142,241.69,1.4,0,0,0
01/02/07,12:56:00,0.33,0.138,241,1.4,0,0,0
01/02/07,12:57:00,0.33,0.14,241.44,1.4,0,0,0
01/02/07,12:58:00,0.328,0.14,241.43,1.4,0,0,0
01/02/07,12:59:00,0.33,0.144,241.87,1.4,0,0,0
01/02/07,13:00:00,0.328,0.144,241.75,1.4,0,0,0
01/02/07,13:01:00,0.328,0.142,241.64,1.4,0,0,0
01/02/07,13:02:00,0.258,0,242.02,1.2,0,0,0
01/02/07,13:03:00,0.234,0,241.53,1,0,0,0
01/02/07,13:04:00,0.232,0,241.24,1,0,0,0
01/02/07,13:05:00,0.234,0,241.48,1,0,0,0
01/02/07,13:06:00,0.232,0,240.55,1,0,0,0
01/02/07,13:07:00,0.232,0,240.42,1,0,0,0
01/02/07,13:08:00,0.23,0,239.88,1,0,0,0
01/02/07,13:09:00,0.23,0,239.49,1,0,0,0
01/02/07,13:10:00,0.228,0,238.82,1,0,0,0
01/02/07,13:11:00,0.228,0,238.19,1,0,0,0
01/02/07,13:12:00,0.228,0,238.19,1,0,0,0
01/02/07,13:13:00,0.228,0,238.58,1,0,0,0
01/02/07,13:14:00,0.228,0,238.71,1,0,0,0
01/02/07,13:15:00,0.228,0,238.24,1,0,0,0
01/02/07,13:16:00,0.228,0,238.77,1,0,0,0
01/02/07,13:17:00,0.23,0,239.4,1,0,0,0
01/02/07,13:18:00,0.23,0,239.48,1,0,0,0
01/02/07,13:19:00,0.23,0,239.56,1,0,0,0
01/02/07,13:20:00,0.23,0,239.85,1,0,0,0
01/02/07,13:21:00,0.232,0,240.43,1,0,0,0
01/02/07,13:22:00,0.24,0,240.47,1,0,0,0
01/02/07,13:23:00,0.238,0,240.47,1,0,0,0
01/02/07,13:24:00,0.238,0,240.5,1,0,0,0
01/02/07,13:25:00,0.238,0,240.69,1,0,0,0
01/02/07,13:26:00,0.238,0,240.74,1,0,0,0
01/02/07,13:27:00,0.312,0.068,241.95,1.6,0,0,0
01/02/07,13:28:00,0.422,0.248,242.06,2,0,0,0
01/02/07,13:29:00,0.418,0.246,241.72,2,0,0,0
01/02/07,13:30:00,0.416,0.248,241.88,2,0,0,0
01/02/07,13:31:00,0.416,0.25,242.27,2,0,0,0
01/02/07,13:32:00,0.412,0.248,241.79,2,0,0,0
01/02/07,13:33:00,0.408,0.246,241.45,2,0,0,0
01/02/07,13:34:00,0.404,0.242,240.96,2,0,0,0
01/02/07,13:35:00,0.402,0.242,240.98,2,0,0,0
01/02/07,13:36:00,0.4,0.24,240.73,1.8,0,0,0
01/02/07,13:37:00,0.406,0.238,240.4,2,0,0,0
01/02/07,13:38:00,0.396,0.228,240.13,1.8,0,0,0
01/02/07,13:39:00,0.332,0.136,240.3,1.4,0,0,0
01/02/07,13:40:00,0.33,0.132,239.62,1.4,0,0,0
01/02/07,13:41:00,0.328,0.13,239.11,1.4,0,0,0
01/02/07,13:42:00,0.328,0.128,238.64,1.4,0,0,0
01/02/07,13:43:00,0.248,0,239.75,1,0,0,0
01/02/07,13:44:00,0.288,0.052,239.77,1.4,0,0,0
01/02/07,13:45:00,0.316,0.122,239.76,1.4,0,1,0
01/02/07,13:46:00,0.312,0.12,239.61,1.4,0,1,0
01/02/07,13:47:00,0.312,0.12,239.58,1.4,0,1,0
01/02/07,13:48:00,0.312,0.116,238.77,1.4,0,2,0
01/02/07,13:49:00,0.312,0.116,238.69,1.4,0,1,0
01/02/07,13:50:00,0.312,0.116,238.73,1.4,0,1,0
01/02/07,13:51:00,0.314,0.118,239.09,1.4,0,2,0
01/02/07,13:52:00,0.32,0.12,239.44,1.4,0,1,0
01/02/07,13:53:00,0.32,0.12,239.72,1.4,0,2,0
01/02/07,13:54:00,0.32,0.12,239.77,1.4,0,1,0
01/02/07,13:55:00,0.318,0.12,239.65,1.4,0,1,0
01/02/07,13:56:00,0.32,0.124,240.6,1.4,0,2,0
01/02/07,13:57:00,0.318,0.122,240.12,1.4,0,1,0
01/02/07,13:58:00,0.318,0.122,240.09,1.4,0,1,0
01/02/07,13:59:00,0.316,0.122,239.83,1.4,0,2,0
01/02/07,14:00:00,0.314,0.12,239.7,1.4,0,1,0
01/02/07,14:01:00,0.31,0.124,240.44,1.4,0,1,0
01/02/07,14:02:00,0.31,0.128,241.63,1.4,0,2,0
01/02/07,14:03:00,0.31,0.13,242.04,1.4,0,1,0
01/02/07,14:04:00,0.308,0.128,241.56,1.4,0,1,0
01/02/07,14:05:00,0.308,0.126,241.14,1.4,0,1,0
01/02/07,14:06:00,0.308,0.128,241.56,1.4,0,2,0
01/02/07,14:07:00,0.314,0.13,241.62,1.4,0,1,0
01/02/07,14:08:00,0.358,0.17,241.94,1.8,0,1,0
01/02/07,14:09:00,0.424,0.268,242.03,2,0,1,0
01/02/07,14:10:00,0.42,0.268,242.21,2,0,2,0
01/02/07,14:11:00,0.416,0.264,241.55,2,0,1,0
01/02/07,14:12:00,0.412,0.258,240.59,2,0,1,0
01/02/07,14:13:00,0.39,0.224,240.33,1.8,0,1,0
