"","Date","Time","GlobalActivePower","GlobalReactivePower","Voltage","GlobalIntensity","SubMeteringKitchen","SubMeteringLaundry","SubMeteringWaterHeater"
"66998",2007-02-01,"06:01:00",1.294,0,240.31,5.4,0,0,17
"66999",2007-02-01,"06:02:00",1.346,0,240.22,5.6,0,0,18
"67000",2007-02-01,"06:03:00",1.404,0.104,240.29,5.8,0,0,18
"67001",2007-02-01,"06:04:00",1.41,0.108,241.27,5.8,0,0,17
"67002",2007-02-01,"06:05:00",1.424,0.116,242.85,5.8,0,0,19
"67003",2007-02-01,"06:06:00",1.424,0.118,243.01,5.8,0,0,18
"67004",2007-02-01,"06:07:00",1.422,0.118,242.53,5.8,0,0,18
"67005",2007-02-01,"06:08:00",1.49,0.132,241.97,6.2,0,0,18
"67006",2007-02-01,"06:09:00",1.494,0.13,241.65,6.2,0,0,18
"67007",2007-02-01,"06:10:00",1.488,0.128,241.33,6.2,0,0,17
"67008",2007-02-01,"06:11:00",1.484,0.128,241,6.2,0,0,18
"67009",2007-02-01,"06:12:00",1.476,0.126,240.54,6,0,0,18
"67010",2007-02-01,"06:13:00",1.47,0.122,240.32,6,0,0,18
"67011",2007-02-01,"06:14:00",0.858,0.112,241.16,4,0,0,6
"67012",2007-02-01,"06:15:00",0.558,0.118,241.86,2.4,0,0,0
"67013",2007-02-01,"06:16:00",0.58,0.128,242.53,2.4,0,0,0
"67014",2007-02-01,"06:17:00",0.552,0.112,243.11,2.2,0,1,0
"67015",2007-02-01,"06:18:00",0.548,0.11,242.63,2.2,0,2,0
"67016",2007-02-01,"06:19:00",0.502,0.11,242.76,2,0,1,0
"67017",2007-02-01,"06:20:00",0.49,0.114,243.23,2,0,1,0
"67018",2007-02-01,"06:21:00",0.49,0.114,243.51,2,0,2,0
"67019",2007-02-01,"06:22:00",1.102,0.106,242.82,5,0,1,8
"67020",2007-02-01,"06:23:00",1.59,0.098,241.82,6.6,0,2,18
"67021",2007-02-01,"06:24:00",1.59,0.102,242.86,6.4,0,1,19
"67022",2007-02-01,"06:25:00",1.586,0.102,243.14,6.4,0,1,18
"67023",2007-02-01,"06:26:00",1.588,0.104,243.56,6.4,0,2,18
"67024",2007-02-01,"06:27:00",1.584,0.104,243.35,6.4,0,1,18
"67025",2007-02-01,"06:28:00",1.58,0.102,243.22,6.4,0,1,19
"67026",2007-02-01,"06:29:00",1.58,0.104,243.31,6.4,0,2,18
"67027",2007-02-01,"06:30:00",1.578,0.104,243.25,6.4,0,1,18
"67028",2007-02-01,"06:31:00",1.578,0.104,243.47,6.4,0,1,18
"67029",2007-02-01,"06:32:00",1.578,0.104,243.51,6.4,0,2,18
"67030",2007-02-01,"06:33:00",1.57,0.102,242.99,6.4,0,1,18
"67031",2007-02-01,"06:34:00",1.574,0.104,243.47,6.4,0,1,18
"67032",2007-02-01,"06:35:00",1.606,0.128,243.18,6.6,0,2,19
"67033",2007-02-01,"06:36:00",2.246,0.228,241.12,9.4,0,1,17
"67034",2007-02-01,"06:37:00",2.658,0.224,240.56,11,0,1,18
"67035",2007-02-01,"06:38:00",4.962,0.204,238.69,22.4,0,1,18
"67036",2007-02-01,"06:39:00",6.536,0.188,236.9,27.6,0,2,17
"67037",2007-02-01,"06:40:00",5.292,0.202,238.44,22.2,0,1,17
"67038",2007-02-01,"06:41:00",5.81,0.208,237.64,24.4,0,1,18
"67039",2007-02-01,"06:42:00",5.606,0.262,237.63,23.8,0,1,17
"67040",2007-02-01,"06:43:00",4.678,0.31,238.98,19.8,0,1,17
"67041",2007-02-01,"06:44:00",3.9,0.38,239.75,16.4,0,2,18
"67042",2007-02-01,"06:45:00",3.368,0.322,240.29,14,0,0,18
"67043",2007-02-01,"06:46:00",3.18,0.27,240.73,13.2,0,0,18
"67044",2007-02-01,"06:47:00",3.178,0.266,240.65,13.2,0,0,17
"67045",2007-02-01,"06:48:00",3.192,0.268,240.94,13.2,0,0,18
"67046",2007-02-01,"06:49:00",3.252,0.268,240.98,13.4,0,0,18
"67047",2007-02-01,"06:50:00",3.124,0.16,240.73,13,0,0,18
"67048",2007-02-01,"06:51:00",2.792,0.122,240.63,11.6,0,0,17
"67049",2007-02-01,"06:52:00",2.808,0.124,240.93,11.6,0,0,18
"67050",2007-02-01,"06:53:00",2.818,0.126,241.43,11.6,0,0,18
"67051",2007-02-01,"06:54:00",2.812,0.126,241.53,11.6,0,0,18
"67052",2007-02-01,"06:55:00",2.97,0.122,241.06,12.2,0,0,18
"67053",2007-02-01,"06:56:00",3.004,0.118,240.63,12.4,0,0,18
"67054",2007-02-01,"06:57:00",2.974,0.118,240.31,12.4,0,0,17
"67055",2007-02-01,"06:58:00",2.924,0,241.08,12,0,0,18
"67056",2007-02-01,"06:59:00",2.912,0,241.48,12,0,0,18
"67057",2007-02-01,"07:00:00",2.708,0,241.55,11.2,0,0,18
"67058",2007-02-01,"07:01:00",3.18,0,240.46,13.2,0,0,18
"67059",2007-02-01,"07:02:00",3.026,0,240.23,12.6,0,0,17
"67060",2007-02-01,"07:03:00",2.992,0,240,12.4,0,0,18
"67061",2007-02-01,"07:04:00",2.938,0,239.54,12.2,0,0,17
"67062",2007-02-01,"07:05:00",2.93,0,239.8,12.2,0,0,18
"67063",2007-02-01,"07:06:00",2.934,0,240.06,12.2,0,0,18
"67064",2007-02-01,"07:07:00",2.894,0,239.77,12,0,0,17
"67065",2007-02-01,"07:08:00",2.842,0,238.82,11.8,0,0,18
"67066",2007-02-01,"07:09:00",2.874,0,240.23,11.8,0,0,18
"67067",2007-02-01,"07:10:00",2.36,0,242.68,9.8,0,0,18
"67068",2007-02-01,"07:11:00",2.106,0,243.29,8.6,0,0,18
"67069",2007-02-01,"07:12:00",2.126,0,242.09,8.8,0,0,18
"67070",2007-02-01,"07:13:00",2.108,0,241.56,8.6,0,0,18
"67071",2007-02-01,"07:14:00",2.108,0,241.18,8.6,0,0,17
"67072",2007-02-01,"07:15:00",2.108,0,240.6,8.8,0,0,18
"67073",2007-02-01,"07:16:00",2.12,0,240.61,8.8,0,0,18
"67074",2007-02-01,"07:17:00",2.116,0,240.22,8.8,0,0,18
"67075",2007-02-01,"07:18:00",2.06,0,239.65,8.6,0,0,17
"67076",2007-02-01,"07:19:00",2.586,0,239.34,10.8,0,0,18
"67077",2007-02-01,"07:20:00",2.448,0.094,239.06,10.2,0,0,17
"67078",2007-02-01,"07:21:00",2.088,0.102,240.27,8.6,0,0,18
"67079",2007-02-01,"07:22:00",2.15,0.092,239.63,9,0,0,18
"67080",2007-02-01,"07:23:00",2.206,0.09,239.79,9.2,0,0,17
"67081",2007-02-01,"07:24:00",2.292,0.18,239.56,9.6,0,0,18
"67082",2007-02-01,"07:25:00",2.32,0.22,239.29,9.6,0,0,17
"67083",2007-02-01,"07:26:00",2.494,0.212,238.52,10.4,0,0,18
"67084",2007-02-01,"07:27:00",2.67,0.214,239.1,11.2,0,0,17
"67085",2007-02-01,"07:28:00",3.066,0.212,239.75,12.8,0,0,18
"67086",2007-02-01,"07:29:00",2.76,0.214,240.02,11.4,0,0,18
"67087",2007-02-01,"07:30:00",3.07,0.222,239.36,12.8,0,0,17
"67088",2007-02-01,"07:31:00",3.004,0.162,238.98,12.6,0,0,18
"67089",2007-02-01,"07:32:00",3.492,0.114,237.96,14.6,0,0,17
"67090",2007-02-01,"07:33:00",3.628,0.114,237.51,15.2,0,0,17
"67091",2007-02-01,"07:34:00",3.73,0.114,237.61,15.6,0,0,18
"67092",2007-02-01,"07:35:00",4.332,0.228,236.96,18.4,0,0,17
"67093",2007-02-01,"07:36:00",3.904,0.108,236.51,16.4,0,0,17
"67094",2007-02-01,"07:37:00",3.766,0.11,237.17,15.8,0,0,17
"67095",2007-02-01,"07:38:00",5.268,0.102,236.55,23.4,0,0,17
"67096",2007-02-01,"07:39:00",7.482,0,233.62,32,0,0,17
"67097",2007-02-01,"07:40:00",5.024,0,236.41,21.6,0,0,17
"67098",2007-02-01,"07:41:00",3.592,0,237.72,15,0,0,18
"67099",2007-02-01,"07:42:00",4.684,0,236.48,19.8,0,0,17
"67100",2007-02-01,"07:43:00",4.764,0,236.33,20,0,0,17
"67101",2007-02-01,"07:44:00",3.552,0,237.91,14.8,0,0,17
"67102",2007-02-01,"07:45:00",3.466,0,236.38,14.6,0,0,17
"67103",2007-02-01,"07:46:00",3.286,0,237.14,13.8,0,0,18
"67104",2007-02-01,"07:47:00",3.2,0,236.82,13.4,0,0,17
"67105",2007-02-01,"07:48:00",3.196,0,236.65,13.4,0,0,17
"67106",2007-02-01,"07:49:00",3.332,0,236.21,14,0,0,17
"67107",2007-02-01,"07:50:00",3.406,0.166,236.64,14.4,0,0,17
"67108",2007-02-01,"07:51:00",3.184,0.154,236.56,13.4,0,0,17
"67109",2007-02-01,"07:52:00",2.96,0.146,236.3,12.4,0,0,18
"67110",2007-02-01,"07:53:00",2.874,0.086,236.54,12,0,0,17
"67111",2007-02-01,"07:54:00",2.58,0,236.75,10.8,0,0,17
"67112",2007-02-01,"07:55:00",2.566,0,236.46,10.8,0,0,17
"67113",2007-02-01,"07:56:00",2.546,0,235.46,10.8,0,0,17
"67114",2007-02-01,"07:57:00",2.634,0.046,236.31,11,0,0,17
"67115",2007-02-01,"07:58:00",2.678,0.102,236.8,11.2,0,0,17
"67116",2007-02-01,"07:59:00",2.686,0.1,236.51,11.2,0,0,18
"67117",2007-02-01,"08:00:00",2.832,0.22,235.97,12,0,0,17
"67118",2007-02-01,"08:01:00",2.744,0.194,235.22,11.6,0,0,17
"67119",2007-02-01,"08:02:00",2.728,0.196,235.77,11.6,0,0,17
"67120",2007-02-01,"08:03:00",2.708,0.192,234.86,11.4,0,0,17
"67121",2007-02-01,"08:04:00",2.694,0.19,234.29,11.4,0,0,16
"67122",2007-02-01,"08:05:00",2.788,0.186,233.78,11.8,0,0,17
"67123",2007-02-01,"08:06:00",2.812,0.188,234.29,12,0,0,17
"67124",2007-02-01,"08:07:00",2.82,0.2,234.31,12,0,0,17
"67125",2007-02-01,"08:08:00",2.886,0.214,233.84,12.4,0,0,17
"67126",2007-02-01,"08:09:00",4.116,0.194,233.05,17.6,2,0,16
"67127",2007-02-01,"08:10:00",2.878,0.2,234.55,12.2,1,0,17
"67128",2007-02-01,"08:11:00",2.86,0.196,233.91,12.2,1,0,17
"67129",2007-02-01,"08:12:00",2.766,0.198,234.08,11.8,1,0,17
"67130",2007-02-01,"08:13:00",2.66,0.17,234.31,11.4,2,0,17
"67131",2007-02-01,"08:14:00",2.516,0,235.01,10.6,1,0,17
"67132",2007-02-01,"08:15:00",2.698,0.174,235.51,11.4,1,0,17
"67133",2007-02-01,"08:16:00",2.99,0.186,237.83,12.6,1,0,17
"67134",2007-02-01,"08:17:00",2.632,0.08,238.63,11,1,0,17
"67135",2007-02-01,"08:18:00",2.664,0,238.59,11,2,0,18
"67136",2007-02-01,"08:19:00",2.712,0,238.06,11.4,1,0,17
"67137",2007-02-01,"08:20:00",2.702,0,238.42,11.2,1,0,18
"67138",2007-02-01,"08:21:00",2.906,0,238.67,12.2,1,0,17
"67139",2007-02-01,"08:22:00",3.246,0,238.01,13.8,2,0,18
"67140",2007-02-01,"08:23:00",2.774,0,237.86,11.6,1,0,17
"67141",2007-02-01,"08:24:00",2.768,0,237.86,11.6,1,0,17
"67142",2007-02-01,"08:25:00",2.774,0,238.23,11.6,1,0,18
"67143",2007-02-01,"08:26:00",2.75,0,237.47,11.6,1,0,17
"67144",2007-02-01,"08:27:00",2.744,0,238.13,11.4,1,0,17
"67145",2007-02-01,"08:28:00",2.764,0,237.45,11.6,1,0,18
"67146",2007-02-01,"08:29:00",4.348,0,236.19,18.8,27,0,17
"67147",2007-02-01,"08:30:00",4.982,0,236.12,21,38,0,17
"67148",2007-02-01,"08:31:00",4.966,0,235.88,21,37,0,17
"67149",2007-02-01,"08:32:00",5.02,0,235.42,21.2,37,0,17
"67150",2007-02-01,"08:33:00",4.978,0,235.49,21,38,0,17
"67151",2007-02-01,"08:34:00",4.866,0,234.55,20.6,37,0,17
"67152",2007-02-01,"08:35:00",4.84,0,235.38,20.4,37,0,17
"67153",2007-02-01,"08:36:00",4.888,0,236.07,20.6,37,0,17
"67154",2007-02-01,"08:37:00",5.176,0,234.84,22,37,0,17
"67155",2007-02-01,"08:38:00",4.506,0,234.93,19,37,0,17
"67156",2007-02-01,"08:39:00",4.608,0.048,235,19.6,37,0,17
"67157",2007-02-01,"08:40:00",4.718,0.088,234.17,20,37,0,16
"67158",2007-02-01,"08:41:00",4.7,0.086,233.91,20,37,0,17
"67159",2007-02-01,"08:42:00",4.672,0.09,235.15,19.8,37,0,17
"67160",2007-02-01,"08:43:00",2.62,0.11,237.55,11,2,0,17
"67161",2007-02-01,"08:44:00",2.588,0.182,237.12,11,1,0,18
"67162",2007-02-01,"08:45:00",2.758,0.42,236.48,11.8,1,1,17
"67163",2007-02-01,"08:46:00",2.904,0.408,237.01,12.2,2,1,17
"67164",2007-02-01,"08:47:00",2.906,0.4,236.94,12.2,1,1,17
"67165",2007-02-01,"08:48:00",2.98,0.482,236.67,12.6,1,2,18
"67166",2007-02-01,"08:49:00",2.984,0.5,237,12.6,1,1,17
"67167",2007-02-01,"08:50:00",2.968,0.494,236.34,12.6,1,1,17
"67168",2007-02-01,"08:51:00",2.956,0.488,235.65,12.6,2,2,17
"67169",2007-02-01,"08:52:00",2.96,0.49,235.71,12.6,1,1,17
"67170",2007-02-01,"08:53:00",2.962,0.492,235.82,12.6,1,2,17
"67171",2007-02-01,"08:54:00",2.898,0.464,235.85,12.4,1,1,17
"67172",2007-02-01,"08:55:00",3.248,0.19,235.92,14,1,1,17
"67173",2007-02-01,"08:56:00",2.746,0.194,236.25,11.6,2,2,17
"67174",2007-02-01,"08:57:00",2.744,0.192,236.13,11.6,1,1,17
"67175",2007-02-01,"08:58:00",2.754,0.196,236.76,11.6,1,1,18
"67176",2007-02-01,"08:59:00",2.664,0.176,236.91,11.2,1,2,17
"67177",2007-02-01,"09:00:00",3.26,0.136,236.02,14,1,1,17
"67178",2007-02-01,"09:01:00",2.402,0.104,237.23,10,2,1,17
"67179",2007-02-01,"09:02:00",2.406,0.106,237.48,10,1,2,17
"67180",2007-02-01,"09:03:00",2.41,0.108,237.82,10,1,1,18
"67181",2007-02-01,"09:04:00",2.164,0.106,237.98,9.2,1,1,17
"67182",2007-02-01,"09:05:00",1.906,0.104,238.35,8,1,1,18
"67183",2007-02-01,"09:06:00",1.898,0.102,237.72,8,2,2,17
"67184",2007-02-01,"09:07:00",1.904,0.104,237.89,8,1,1,17
"67185",2007-02-01,"09:08:00",1.908,0.104,238.19,8,1,1,18
"67186",2007-02-01,"09:09:00",1.902,0.104,237.85,8,1,1,17
"67187",2007-02-01,"09:10:00",1.904,0.104,237.88,8,1,1,17
"67188",2007-02-01,"09:11:00",1.896,0.102,237.5,8,2,2,18
"67189",2007-02-01,"09:12:00",1.9,0.102,237.7,8,1,1,17
"67190",2007-02-01,"09:13:00",1.85,0,237.38,7.8,1,0,17
"67191",2007-02-01,"09:14:00",1.84,0,238.28,7.6,1,0,18
"67192",2007-02-01,"09:15:00",1.83,0,237.77,7.6,1,0,17
"67193",2007-02-01,"09:16:00",1.83,0,237.68,7.6,2,0,17
"67194",2007-02-01,"09:17:00",1.81,0,237.45,7.6,1,0,18
"67195",2007-02-01,"09:18:00",1.658,0,237.34,7,1,0,17
"67196",2007-02-01,"09:19:00",1.654,0,237.28,6.8,1,0,17
"67197",2007-02-01,"09:20:00",1.722,0.056,236.79,7.2,2,0,17
"67198",2007-02-01,"09:21:00",1.76,0.114,237.17,7.4,1,0,18
"67199",2007-02-01,"09:22:00",1.768,0.116,237.31,7.4,1,0,17
"67200",2007-02-01,"09:23:00",1.766,0.116,237.3,7.4,1,0,17
"67201",2007-02-01,"09:24:00",1.842,0.118,237.74,7.8,1,0,17
"67202",2007-02-01,"09:25:00",1.678,0.128,237.89,7,2,0,18
"67203",2007-02-01,"09:26:00",1.444,0.12,237.6,6,1,0,17
"67204",2007-02-01,"09:27:00",1.444,0.122,237.92,6,1,0,17
"67205",2007-02-01,"09:28:00",1.448,0.124,238.27,6,1,0,18
"67206",2007-02-01,"09:29:00",1.444,0.122,238.1,6,2,0,17
"67207",2007-02-01,"09:30:00",1.448,0.124,238.54,6,1,0,18
"67208",2007-02-01,"09:31:00",1.444,0.126,238.71,6,1,0,17
"67209",2007-02-01,"09:32:00",1.434,0.122,238.06,6,1,0,18
"67210",2007-02-01,"09:33:00",1.518,0.216,237.85,6.4,1,0,17
"67211",2007-02-01,"09:34:00",1.49,0.256,237.55,6.2,1,0,17
"67212",2007-02-01,"09:35:00",1.474,0.248,237.38,6.2,1,0,17
"67213",2007-02-01,"09:36:00",1.458,0.246,237.49,6.2,1,0,18
"67214",2007-02-01,"09:37:00",1.518,0.234,237.46,6.4,1,0,17
"67215",2007-02-01,"09:38:00",1.444,0.116,238.82,6,1,0,18
"67216",2007-02-01,"09:39:00",1.43,0.098,238.51,6,2,0,17
"67217",2007-02-01,"09:40:00",1.418,0.094,238.16,5.8,1,0,17
"67218",2007-02-01,"09:41:00",1.42,0.094,238.16,5.8,1,0,18
"67219",2007-02-01,"09:42:00",1.416,0.094,238.1,5.8,1,0,17
"67220",2007-02-01,"09:43:00",1.406,0.092,237.5,5.8,1,0,17
"67221",2007-02-01,"09:44:00",1.384,0.104,237.39,5.8,1,0,18
"67222",2007-02-01,"09:45:00",1.348,0.076,238.03,5.6,1,0,17
"67223",2007-02-01,"09:46:00",1.3,0,238.16,5.4,1,0,17
"67224",2007-02-01,"09:47:00",1.332,0,238.27,5.6,1,0,18
"67225",2007-02-01,"09:48:00",2.402,0,236.87,11,17,0,17
"67226",2007-02-01,"09:49:00",3.496,0,235.98,14.8,37,0,17
"67227",2007-02-01,"09:50:00",3.492,0,235.93,14.8,37,0,17
"67228",2007-02-01,"09:51:00",3.502,0,236.29,14.8,38,0,17
"67229",2007-02-01,"09:52:00",3.494,0,235.84,14.8,37,0,17
"67230",2007-02-01,"09:53:00",3.486,0,235.61,14.8,37,0,17
"67231",2007-02-01,"09:54:00",3.492,0,236,14.8,37,0,18
"67232",2007-02-01,"09:55:00",3.504,0,236.53,14.8,37,0,17
"67233",2007-02-01,"09:56:00",3.518,0,237.18,14.8,38,0,17
"67234",2007-02-01,"09:57:00",3.52,0,236.98,14.8,38,0,17
"67235",2007-02-01,"09:58:00",3.51,0,236.81,14.8,37,0,17
"67236",2007-02-01,"09:59:00",3.502,0,236.86,14.6,37,0,18
"67237",2007-02-01,"10:00:00",3.52,0,237.37,14.8,38,0,17
"67238",2007-02-01,"10:01:00",3.508,0,237.14,14.8,37,0,17
"67239",2007-02-01,"10:02:00",3.5,0,236.93,14.6,37,0,17
"67240",2007-02-01,"10:03:00",2.368,0.114,237.16,11,19,0,17
"67241",2007-02-01,"10:04:00",1.376,0.112,237.75,5.8,0,0,18
"67242",2007-02-01,"10:05:00",1.38,0.116,238.34,5.8,0,0,17
"67243",2007-02-01,"10:06:00",1.378,0.12,237.81,5.8,0,0,18
"67244",2007-02-01,"10:07:00",1.394,0.148,237.15,5.8,0,0,17
"67245",2007-02-01,"10:08:00",1.372,0.116,236.94,5.8,1,0,17
"67246",2007-02-01,"10:09:00",1.358,0.108,236.76,5.6,0,0,17
"67247",2007-02-01,"10:10:00",1.356,0.11,236.83,5.6,0,0,17
"67248",2007-02-01,"10:11:00",1.348,0.106,236.06,5.6,0,0,17
"67249",2007-02-01,"10:12:00",1.352,0.108,236.58,5.6,0,0,18
"67250",2007-02-01,"10:13:00",1.348,0.106,236.21,5.6,0,0,17
"67251",2007-02-01,"10:14:00",1.362,0.112,237.57,5.6,0,0,17
"67252",2007-02-01,"10:15:00",1.358,0.11,237.39,5.6,0,0,17
"67253",2007-02-01,"10:16:00",1.362,0.112,237.72,5.6,0,0,18
"67254",2007-02-01,"10:17:00",1.368,0.116,238.37,5.6,0,0,17
"67255",2007-02-01,"10:18:00",1.344,0.074,238.78,5.6,0,0,18
"67256",2007-02-01,"10:19:00",1.282,0,238.9,5.2,0,0,17
"67257",2007-02-01,"10:20:00",1.322,0,239.14,5.4,0,0,18
"67258",2007-02-01,"10:21:00",1.36,0.09,239.1,5.6,0,0,17
"67259",2007-02-01,"10:22:00",1.348,0.086,238.03,5.6,0,0,17
"67260",2007-02-01,"10:23:00",1.352,0.086,238.23,5.6,0,0,18
"67261",2007-02-01,"10:24:00",1.356,0.088,238.8,5.6,0,0,17
"67262",2007-02-01,"10:25:00",1.356,0.088,238.89,5.6,0,0,18
"67263",2007-02-01,"10:26:00",1.352,0.088,238.55,5.6,0,0,17
"67264",2007-02-01,"10:27:00",1.356,0.09,239.25,5.6,0,0,18
"67265",2007-02-01,"10:28:00",1.352,0.088,238.81,5.6,0,0,17
"67266",2007-02-01,"10:29:00",1.344,0.086,238.3,5.6,0,0,18
"67267",2007-02-01,"10:30:00",1.344,0.086,238.25,5.6,0,0,17
"67268",2007-02-01,"10:31:00",1.342,0.086,238.25,5.6,0,0,17
"67269",2007-02-01,"10:32:00",1.288,0,238.14,5.4,0,0,18
"67270",2007-02-01,"10:33:00",1.266,0,237.4,5.2,0,0,17
"67271",2007-02-01,"10:34:00",1.262,0,237.05,5.2,0,0,17
"67272",2007-02-01,"10:35:00",1.276,0,238.34,5.2,0,0,18
"67273",2007-02-01,"10:36:00",1.278,0,238.57,5.2,0,0,17
"67274",2007-02-01,"10:37:00",1.286,0,238.52,5.4,0,0,18
"67275",2007-02-01,"10:38:00",1.31,0,238.69,5.4,0,0,17
"67276",2007-02-01,"10:39:00",1.28,0,238.66,5.2,0,0,18
"67277",2007-02-01,"10:40:00",1.286,0,239.26,5.4,0,0,17
"67278",2007-02-01,"10:41:00",1.284,0,239.18,5.4,0,0,18
"67279",2007-02-01,"10:42:00",1.29,0,239.65,5.4,0,0,17
"67280",2007-02-01,"10:43:00",1.302,0,239.11,5.4,0,0,18
"67281",2007-02-01,"10:44:00",1.392,0.118,239.06,5.8,0,0,17
"67282",2007-02-01,"10:45:00",1.4,0.122,239.87,5.8,0,0,18
"67283",2007-02-01,"10:46:00",1.394,0.122,239.69,5.8,0,0,17
"67284",2007-02-01,"10:47:00",1.4,0.124,240.31,5.8,0,0,18
"67285",2007-02-01,"10:48:00",1.402,0.126,240.65,5.8,0,0,18
"67286",2007-02-01,"10:49:00",1.406,0.128,241.27,5.8,0,0,18
"67287",2007-02-01,"10:50:00",1.406,0.13,241.42,5.8,0,0,18
"67288",2007-02-01,"10:51:00",1.4,0.128,240.88,5.8,0,0,17
"67289",2007-02-01,"10:52:00",1.41,0.128,241.1,5.8,0,0,18
"67290",2007-02-01,"10:53:00",1.406,0.128,241,5.8,0,0,18
"67291",2007-02-01,"10:54:00",1.396,0.124,240.19,5.8,0,0,18
"67292",2007-02-01,"10:55:00",1.386,0.122,239.64,5.8,0,0,17
"67293",2007-02-01,"10:56:00",1.366,0.114,238.13,5.6,0,0,18
"67294",2007-02-01,"10:57:00",1.37,0.116,238.56,5.6,0,0,17
"67295",2007-02-01,"10:58:00",1.372,0.116,238.76,5.6,0,0,18
"67296",2007-02-01,"10:59:00",1.328,0.05,239.18,5.4,0,0,17
"67297",2007-02-01,"11:00:00",1.28,0,238.74,5.2,0,0,17
"67298",2007-02-01,"11:01:00",1.276,0,238.44,5.2,0,0,18
"67299",2007-02-01,"11:02:00",1.282,0,238.95,5.2,0,0,17
"67300",2007-02-01,"11:03:00",1.278,0,238.52,5.2,0,0,18
"67301",2007-02-01,"11:04:00",1.27,0,237.86,5.2,0,0,17
"67302",2007-02-01,"11:05:00",1.27,0,237.69,5.2,0,0,18
"67303",2007-02-01,"11:06:00",1.274,0,238.16,5.2,0,0,17
"67304",2007-02-01,"11:07:00",1.328,0,238.37,5.6,0,0,17
"67305",2007-02-01,"11:08:00",1.364,0.09,239,5.6,0,0,18
"67306",2007-02-01,"11:09:00",1.366,0.09,239.1,5.6,0,0,17
"67307",2007-02-01,"11:10:00",1.362,0.09,238.87,5.6,0,0,18
"67308",2007-02-01,"11:11:00",1.364,0.09,239.12,5.6,0,0,17
"67309",2007-02-01,"11:12:00",1.364,0.09,239.23,5.6,0,0,18
"67310",2007-02-01,"11:13:00",1.36,0.09,238.87,5.6,0,0,17
"67311",2007-02-01,"11:14:00",1.354,0.088,238.7,5.6,0,0,18
"67312",2007-02-01,"11:15:00",1.43,0.198,237.86,6,0,0,17
"67313",2007-02-01,"11:16:00",1.422,0.204,237.83,6,0,2,17
"67314",2007-02-01,"11:17:00",1.418,0.204,237.83,6,0,1,18
"67315",2007-02-01,"11:18:00",1.402,0.176,238.13,5.8,0,1,17
"67316",2007-02-01,"11:19:00",1.362,0.106,238.75,5.6,0,2,18
"67317",2007-02-01,"11:20:00",1.358,0.104,238.35,5.6,0,1,17
"67318",2007-02-01,"11:21:00",1.364,0.108,238.95,5.6,0,2,18
"67319",2007-02-01,"11:22:00",1.37,0.108,238.83,5.6,0,1,17
"67320",2007-02-01,"11:23:00",1.366,0.106,238.4,5.6,0,1,17
"67321",2007-02-01,"11:24:00",1.398,0.126,238.99,5.8,0,2,18
"67322",2007-02-01,"11:25:00",1.484,0.242,239.32,6.2,0,1,18
"67323",2007-02-01,"11:26:00",1.474,0.238,238.87,6.2,0,2,17
"67324",2007-02-01,"11:27:00",1.478,0.242,239.49,6.2,0,1,18
"67325",2007-02-01,"11:28:00",1.488,0.248,240.61,6.2,0,1,17
"67326",2007-02-01,"11:29:00",1.49,0.25,241.02,6.2,0,2,18
"67327",2007-02-01,"11:30:00",1.476,0.246,240.24,6.2,0,1,18
"67328",2007-02-01,"11:31:00",1.476,0.25,240.92,6.2,0,1,18
"67329",2007-02-01,"11:32:00",1.468,0.246,240.32,6.2,0,1,17
"67330",2007-02-01,"11:33:00",1.464,0.244,240.03,6.2,0,2,18
"67331",2007-02-01,"11:34:00",1.462,0.244,240.01,6,0,1,18
"67332",2007-02-01,"11:35:00",1.458,0.244,239.9,6,0,1,17
"67333",2007-02-01,"11:36:00",1.45,0.238,239.08,6,0,1,18
"67334",2007-02-01,"11:37:00",1.452,0.238,238.84,6,0,2,17
"67335",2007-02-01,"11:38:00",1.446,0.236,238.42,6,0,1,18
"67336",2007-02-01,"11:39:00",1.44,0.232,237.9,6,0,1,17
"67337",2007-02-01,"11:40:00",1.378,0.14,238.37,5.8,0,1,17
"67338",2007-02-01,"11:41:00",1.352,0.104,238.42,5.6,0,1,18
"67339",2007-02-01,"11:42:00",1.35,0.104,238.11,5.6,0,2,17
"67340",2007-02-01,"11:43:00",1.348,0.096,238.53,5.6,0,1,18
"67341",2007-02-01,"11:44:00",1.28,0,238.17,5.4,0,0,17
"67342",2007-02-01,"11:45:00",1.276,0,238.43,5.2,0,0,17
"67343",2007-02-01,"11:46:00",1.28,0,238.85,5.2,0,0,18
"67344",2007-02-01,"11:47:00",1.29,0,239.86,5.4,0,0,18
"67345",2007-02-01,"11:48:00",1.29,0,239.75,5.4,0,0,17
"67346",2007-02-01,"11:49:00",1.292,0,239.88,5.4,0,0,18
"67347",2007-02-01,"11:50:00",1.292,0,239.92,5.4,0,0,17
"67348",2007-02-01,"11:51:00",1.302,0,240.82,5.4,0,0,18
"67349",2007-02-01,"11:52:00",1.306,0,240.54,5.4,0,0,18
"67350",2007-02-01,"11:53:00",1.292,0,239.26,5.4,0,0,17
"67351",2007-02-01,"11:54:00",1.378,0.072,240.71,5.8,0,0,18
"67352",2007-02-01,"11:55:00",1.39,0.1,241.46,5.6,0,0,18
"67353",2007-02-01,"11:56:00",1.384,0.098,241.06,5.6,0,0,18
"67354",2007-02-01,"11:57:00",1.392,0.1,241.62,5.6,0,0,18
