"Date" "Time" "Global_active_power" "Global_reactive_power" "Voltage" "Global_intensity" "Sub_metering_1" "Sub_metering_2" "Sub_metering_3"
"67205" "1/2/2007" "09:28:00" "1.448" "0.124" "238.270" "6.000" "1.000" "0.000" 18
"67206" "1/2/2007" "09:29:00" "1.444" "0.122" "238.100" "6.000" "2.000" "0.000" 17
"67207" "1/2/2007" "09:30:00" "1.448" "0.124" "238.540" "6.000" "1.000" "0.000" 18
"67208" "1/2/2007" "09:31:00" "1.444" "0.126" "238.710" "6.000" "1.000" "0.000" 17
"67209" "1/2/2007" "09:32:00" "1.434" "0.122" "238.060" "6.000" "1.000" "0.000" 18
"67210" "1/2/2007" "09:33:00" "1.518" "0.216" "237.850" "6.400" "1.000" "0.000" 17
"67211" "1/2/2007" "09:34:00" "1.490" "0.256" "237.550" "6.200" "1.000" "0.000" 17
"67212" "1/2/2007" "09:35:00" "1.474" "0.248" "237.380" "6.200" "1.000" "0.000" 17
"67213" "1/2/2007" "09:36:00" "1.458" "0.246" "237.490" "6.200" "1.000" "0.000" 18
"67214" "1/2/2007" "09:37:00" "1.518" "0.234" "237.460" "6.400" "1.000" "0.000" 17
"67215" "1/2/2007" "09:38:00" "1.444" "0.116" "238.820" "6.000" "1.000" "0.000" 18
"67216" "1/2/2007" "09:39:00" "1.430" "0.098" "238.510" "6.000" "2.000" "0.000" 17
"67217" "1/2/2007" "09:40:00" "1.418" "0.094" "238.160" "5.800" "1.000" "0.000" 17
"67218" "1/2/2007" "09:41:00" "1.420" "0.094" "238.160" "5.800" "1.000" "0.000" 18
"67219" "1/2/2007" "09:42:00" "1.416" "0.094" "238.100" "5.800" "1.000" "0.000" 17
"67220" "1/2/2007" "09:43:00" "1.406" "0.092" "237.500" "5.800" "1.000" "0.000" 17
"67221" "1/2/2007" "09:44:00" "1.384" "0.104" "237.390" "5.800" "1.000" "0.000" 18
"67222" "1/2/2007" "09:45:00" "1.348" "0.076" "238.030" "5.600" "1.000" "0.000" 17
"67223" "1/2/2007" "09:46:00" "1.300" "0.000" "238.160" "5.400" "1.000" "0.000" 17
"67224" "1/2/2007" "09:47:00" "1.332" "0.000" "238.270" "5.600" "1.000" "0.000" 18
"67225" "1/2/2007" "09:48:00" "2.402" "0.000" "236.870" "11.000" "17.000" "0.000" 17
"67226" "1/2/2007" "09:49:00" "3.496" "0.000" "235.980" "14.800" "37.000" "0.000" 17
"67227" "1/2/2007" "09:50:00" "3.492" "0.000" "235.930" "14.800" "37.000" "0.000" 17
"67228" "1/2/2007" "09:51:00" "3.502" "0.000" "236.290" "14.800" "38.000" "0.000" 17
"67229" "1/2/2007" "09:52:00" "3.494" "0.000" "235.840" "14.800" "37.000" "0.000" 17
"67230" "1/2/2007" "09:53:00" "3.486" "0.000" "235.610" "14.800" "37.000" "0.000" 17
"67231" "1/2/2007" "09:54:00" "3.492" "0.000" "236.000" "14.800" "37.000" "0.000" 18
"67232" "1/2/2007" "09:55:00" "3.504" "0.000" "236.530" "14.800" "37.000" "0.000" 17
"67233" "1/2/2007" "09:56:00" "3.518" "0.000" "237.180" "14.800" "38.000" "0.000" 17
"67234" "1/2/2007" "09:57:00" "3.520" "0.000" "236.980" "14.800" "38.000" "0.000" 17
"67235" "1/2/2007" "09:58:00" "3.510" "0.000" "236.810" "14.800" "37.000" "0.000" 17
"67236" "1/2/2007" "09:59:00" "3.502" "0.000" "236.860" "14.600" "37.000" "0.000" 18
"67237" "1/2/2007" "10:00:00" "3.520" "0.000" "237.370" "14.800" "38.000" "0.000" 17
"67238" "1/2/2007" "10:01:00" "3.508" "0.000" "237.140" "14.800" "37.000" "0.000" 17
"67239" "1/2/2007" "10:02:00" "3.500" "0.000" "236.930" "14.600" "37.000" "0.000" 17
"67240" "1/2/2007" "10:03:00" "2.368" "0.114" "237.160" "11.000" "19.000" "0.000" 17
"67241" "1/2/2007" "10:04:00" "1.376" "0.112" "237.750" "5.800" "0.000" "0.000" 18
"67242" "1/2/2007" "10:05:00" "1.380" "0.116" "238.340" "5.800" "0.000" "0.000" 17
"67243" "1/2/2007" "10:06:00" "1.378" "0.120" "237.810" "5.800" "0.000" "0.000" 18
"67244" "1/2/2007" "10:07:00" "1.394" "0.148" "237.150" "5.800" "0.000" "0.000" 17
"67245" "1/2/2007" "10:08:00" "1.372" "0.116" "236.940" "5.800" "1.000" "0.000" 17
"67246" "1/2/2007" "10:09:00" "1.358" "0.108" "236.760" "5.600" "0.000" "0.000" 17
"67247" "1/2/2007" "10:10:00" "1.356" "0.110" "236.830" "5.600" "0.000" "0.000" 17
"67248" "1/2/2007" "10:11:00" "1.348" "0.106" "236.060" "5.600" "0.000" "0.000" 17
"67249" "1/2/2007" "10:12:00" "1.352" "0.108" "236.580" "5.600" "0.000" "0.000" 18
"67250" "1/2/2007" "10:13:00" "1.348" "0.106" "236.210" "5.600" "0.000" "0.000" 17
"67251" "1/2/2007" "10:14:00" "1.362" "0.112" "237.570" "5.600" "0.000" "0.000" 17
"67252" "1/2/2007" "10:15:00" "1.358" "0.110" "237.390" "5.600" "0.000" "0.000" 17
"67253" "1/2/2007" "10:16:00" "1.362" "0.112" "237.720" "5.600" "0.000" "0.000" 18
"67254" "1/2/2007" "10:17:00" "1.368" "0.116" "238.370" "5.600" "0.000" "0.000" 17
"67255" "1/2/2007" "10:18:00" "1.344" "0.074" "238.780" "5.600" "0.000" "0.000" 18
"67256" "1/2/2007" "10:19:00" "1.282" "0.000" "238.900" "5.200" "0.000" "0.000" 17
"67257" "1/2/2007" "10:20:00" "1.322" "0.000" "239.140" "5.400" "0.000" "0.000" 18
"67258" "1/2/2007" "10:21:00" "1.360" "0.090" "239.100" "5.600" "0.000" "0.000" 17
"67259" "1/2/2007" "10:22:00" "1.348" "0.086" "238.030" "5.600" "0.000" "0.000" 17
"67260" "1/2/2007" "10:23:00" "1.352" "0.086" "238.230" "5.600" "0.000" "0.000" 18
"67261" "1/2/2007" "10:24:00" "1.356" "0.088" "238.800" "5.600" "0.000" "0.000" 17
"67262" "1/2/2007" "10:25:00" "1.356" "0.088" "238.890" "5.600" "0.000" "0.000" 18
"67263" "1/2/2007" "10:26:00" "1.352" "0.088" "238.550" "5.600" "0.000" "0.000" 17
"67264" "1/2/2007" "10:27:00" "1.356" "0.090" "239.250" "5.600" "0.000" "0.000" 18
"67265" "1/2/2007" "10:28:00" "1.352" "0.088" "238.810" "5.600" "0.000" "0.000" 17
"67266" "1/2/2007" "10:29:00" "1.344" "0.086" "238.300" "5.600" "0.000" "0.000" 18
"67267" "1/2/2007" "10:30:00" "1.344" "0.086" "238.250" "5.600" "0.000" "0.000" 17
"67268" "1/2/2007" "10:31:00" "1.342" "0.086" "238.250" "5.600" "0.000" "0.000" 17
"67269" "1/2/2007" "10:32:00" "1.288" "0.000" "238.140" "5.400" "0.000" "0.000" 18
"67270" "1/2/2007" "10:33:00" "1.266" "0.000" "237.400" "5.200" "0.000" "0.000" 17
"67271" "1/2/2007" "10:34:00" "1.262" "0.000" "237.050" "5.200" "0.000" "0.000" 17
"67272" "1/2/2007" "10:35:00" "1.276" "0.000" "238.340" "5.200" "0.000" "0.000" 18
"67273" "1/2/2007" "10:36:00" "1.278" "0.000" "238.570" "5.200" "0.000" "0.000" 17
"67274" "1/2/2007" "10:37:00" "1.286" "0.000" "238.520" "5.400" "0.000" "0.000" 18
"67275" "1/2/2007" "10:38:00" "1.310" "0.000" "238.690" "5.400" "0.000" "0.000" 17
"67276" "1/2/2007" "10:39:00" "1.280" "0.000" "238.660" "5.200" "0.000" "0.000" 18
"67277" "1/2/2007" "10:40:00" "1.286" "0.000" "239.260" "5.400" "0.000" "0.000" 17
"67278" "1/2/2007" "10:41:00" "1.284" "0.000" "239.180" "5.400" "0.000" "0.000" 18
"67279" "1/2/2007" "10:42:00" "1.290" "0.000" "239.650" "5.400" "0.000" "0.000" 17
"67280" "1/2/2007" "10:43:00" "1.302" "0.000" "239.110" "5.400" "0.000" "0.000" 18
"67281" "1/2/2007" "10:44:00" "1.392" "0.118" "239.060" "5.800" "0.000" "0.000" 17
"67282" "1/2/2007" "10:45:00" "1.400" "0.122" "239.870" "5.800" "0.000" "0.000" 18
"67283" "1/2/2007" "10:46:00" "1.394" "0.122" "239.690" "5.800" "0.000" "0.000" 17
"67284" "1/2/2007" "10:47:00" "1.400" "0.124" "240.310" "5.800" "0.000" "0.000" 18
"67285" "1/2/2007" "10:48:00" "1.402" "0.126" "240.650" "5.800" "0.000" "0.000" 18
"67286" "1/2/2007" "10:49:00" "1.406" "0.128" "241.270" "5.800" "0.000" "0.000" 18
"67287" "1/2/2007" "10:50:00" "1.406" "0.130" "241.420" "5.800" "0.000" "0.000" 18
"67288" "1/2/2007" "10:51:00" "1.400" "0.128" "240.880" "5.800" "0.000" "0.000" 17
"67289" "1/2/2007" "10:52:00" "1.410" "0.128" "241.100" "5.800" "0.000" "0.000" 18
"67290" "1/2/2007" "10:53:00" "1.406" "0.128" "241.000" "5.800" "0.000" "0.000" 18
"67291" "1/2/2007" "10:54:00" "1.396" "0.124" "240.190" "5.800" "0.000" "0.000" 18
"67292" "1/2/2007" "10:55:00" "1.386" "0.122" "239.640" "5.800" "0.000" "0.000" 17
"67293" "1/2/2007" "10:56:00" "1.366" "0.114" "238.130" "5.600" "0.000" "0.000" 18
"67294" "1/2/2007" "10:57:00" "1.370" "0.116" "238.560" "5.600" "0.000" "0.000" 17
"67295" "1/2/2007" "10:58:00" "1.372" "0.116" "238.760" "5.600" "0.000" "0.000" 18
"67296" "1/2/2007" "10:59:00" "1.328" "0.050" "239.180" "5.400" "0.000" "0.000" 17
"67297" "1/2/2007" "11:00:00" "1.280" "0.000" "238.740" "5.200" "0.000" "0.000" 17
"67298" "1/2/2007" "11:01:00" "1.276" "0.000" "238.440" "5.200" "0.000" "0.000" 18
"67299" "1/2/2007" "11:02:00" "1.282" "0.000" "238.950" "5.200" "0.000" "0.000" 17
"67300" "1/2/2007" "11:03:00" "1.278" "0.000" "238.520" "5.200" "0.000" "0.000" 18
"67301" "1/2/2007" "11:04:00" "1.270" "0.000" "237.860" "5.200" "0.000" "0.000" 17
"67302" "1/2/2007" "11:05:00" "1.270" "0.000" "237.690" "5.200" "0.000" "0.000" 18
"67303" "1/2/2007" "11:06:00" "1.274" "0.000" "238.160" "5.200" "0.000" "0.000" 17
"67304" "1/2/2007" "11:07:00" "1.328" "0.000" "238.370" "5.600" "0.000" "0.000" 17
"67305" "1/2/2007" "11:08:00" "1.364" "0.090" "239.000" "5.600" "0.000" "0.000" 18
"67306" "1/2/2007" "11:09:00" "1.366" "0.090" "239.100" "5.600" "0.000" "0.000" 17
"67307" "1/2/2007" "11:10:00" "1.362" "0.090" "238.870" "5.600" "0.000" "0.000" 18
"67308" "1/2/2007" "11:11:00" "1.364" "0.090" "239.120" "5.600" "0.000" "0.000" 17
"67309" "1/2/2007" "11:12:00" "1.364" "0.090" "239.230" "5.600" "0.000" "0.000" 18
"67310" "1/2/2007" "11:13:00" "1.360" "0.090" "238.870" "5.600" "0.000" "0.000" 17
"67311" "1/2/2007" "11:14:00" "1.354" "0.088" "238.700" "5.600" "0.000" "0.000" 18
"67312" "1/2/2007" "11:15:00" "1.430" "0.198" "237.860" "6.000" "0.000" "0.000" 17
"67313" "1/2/2007" "11:16:00" "1.422" "0.204" "237.830" "6.000" "0.000" "2.000" 17
"67314" "1/2/2007" "11:17:00" "1.418" "0.204" "237.830" "6.000" "0.000" "1.000" 18
"67315" "1/2/2007" "11:18:00" "1.402" "0.176" "238.130" "5.800" "0.000" "1.000" 17
"67316" "1/2/2007" "11:19:00" "1.362" "0.106" "238.750" "5.600" "0.000" "2.000" 18
"67317" "1/2/2007" "11:20:00" "1.358" "0.104" "238.350" "5.600" "0.000" "1.000" 17
"67318" "1/2/2007" "11:21:00" "1.364" "0.108" "238.950" "5.600" "0.000" "2.000" 18
"67319" "1/2/2007" "11:22:00" "1.370" "0.108" "238.830" "5.600" "0.000" "1.000" 17
"67320" "1/2/2007" "11:23:00" "1.366" "0.106" "238.400" "5.600" "0.000" "1.000" 17
"67321" "1/2/2007" "11:24:00" "1.398" "0.126" "238.990" "5.800" "0.000" "2.000" 18
"67322" "1/2/2007" "11:25:00" "1.484" "0.242" "239.320" "6.200" "0.000" "1.000" 18
"67323" "1/2/2007" "11:26:00" "1.474" "0.238" "238.870" "6.200" "0.000" "2.000" 17
"67324" "1/2/2007" "11:27:00" "1.478" "0.242" "239.490" "6.200" "0.000" "1.000" 18
"67325" "1/2/2007" "11:28:00" "1.488" "0.248" "240.610" "6.200" "0.000" "1.000" 17
"67326" "1/2/2007" "11:29:00" "1.490" "0.250" "241.020" "6.200" "0.000" "2.000" 18
"67327" "1/2/2007" "11:30:00" "1.476" "0.246" "240.240" "6.200" "0.000" "1.000" 18
"67328" "1/2/2007" "11:31:00" "1.476" "0.250" "240.920" "6.200" "0.000" "1.000" 18
"67329" "1/2/2007" "11:32:00" "1.468" "0.246" "240.320" "6.200" "0.000" "1.000" 17
"67330" "1/2/2007" "11:33:00" "1.464" "0.244" "240.030" "6.200" "0.000" "2.000" 18
"67331" "1/2/2007" "11:34:00" "1.462" "0.244" "240.010" "6.000" "0.000" "1.000" 18
"67332" "1/2/2007" "11:35:00" "1.458" "0.244" "239.900" "6.000" "0.000" "1.000" 17
"67333" "1/2/2007" "11:36:00" "1.450" "0.238" "239.080" "6.000" "0.000" "1.000" 18
"67334" "1/2/2007" "11:37:00" "1.452" "0.238" "238.840" "6.000" "0.000" "2.000" 17
"67335" "1/2/2007" "11:38:00" "1.446" "0.236" "238.420" "6.000" "0.000" "1.000" 18
"67336" "1/2/2007" "11:39:00" "1.440" "0.232" "237.900" "6.000" "0.000" "1.000" 17
"67337" "1/2/2007" "11:40:00" "1.378" "0.140" "238.370" "5.800" "0.000" "1.000" 17
"67338" "1/2/2007" "11:41:00" "1.352" "0.104" "238.420" "5.600" "0.000" "1.000" 18
"67339" "1/2/2007" "11:42:00" "1.350" "0.104" "238.110" "5.600" "0.000" "2.000" 17
"67340" "1/2/2007" "11:43:00" "1.348" "0.096" "238.530" "5.600" "0.000" "1.000" 18
"67341" "1/2/2007" "11:44:00" "1.280" "0.000" "238.170" "5.400" "0.000" "0.000" 17
"67342" "1/2/2007" "11:45:00" "1.276" "0.000" "238.430" "5.200" "0.000" "0.000" 17
"67343" "1/2/2007" "11:46:00" "1.280" "0.000" "238.850" "5.200" "0.000" "0.000" 18
"67344" "1/2/2007" "11:47:00" "1.290" "0.000" "239.860" "5.400" "0.000" "0.000" 18
"67345" "1/2/2007" "11:48:00" "1.290" "0.000" "239.750" "5.400" "0.000" "0.000" 17
"67346" "1/2/2007" "11:49:00" "1.292" "0.000" "239.880" "5.400" "0.000" "0.000" 18
"67347" "1/2/2007" "11:50:00" "1.292" "0.000" "239.920" "5.400" "0.000" "0.000" 17
"67348" "1/2/2007" "11:51:00" "1.302" "0.000" "240.820" "5.400" "0.000" "0.000" 18
"67349" "1/2/2007" "11:52:00" "1.306" "0.000" "240.540" "5.400" "0.000" "0.000" 18
"67350" "1/2/2007" "11:53:00" "1.292" "0.000" "239.260" "5.400" "0.000" "0.000" 17
"67351" "1/2/2007" "11:54:00" "1.378" "0.072" "240.710" "5.800" "0.000" "0.000" 18
"67352" "1/2/2007" "11:55:00" "1.390" "0.100" "241.460" "5.600" "0.000" "0.000" 18
"67353" "1/2/2007" "11:56:00" "1.384" "0.098" "241.060" "5.600" "0.000" "0.000" 18
"67354" "1/2/2007" "11:57:00" "1.392" "0.100" "241.620" "5.600" "0.000" "0.000" 18
"67355" "1/2/2007" "11:58:00" "1.386" "0.100" "241.650" "5.600" "0.000" "0.000" 18
"67356" "1/2/2007" "11:59:00" "1.370" "0.094" "240.380" "5.600" "0.000" "0.000" 17
"67357" "1/2/2007" "12:00:00" "1.360" "0.090" "239.570" "5.600" "0.000" "0.000" 18
"67358" "1/2/2007" "12:01:00" "1.360" "0.092" "239.840" "5.600" "0.000" "0.000" 18
"67359" "1/2/2007" "12:02:00" "1.364" "0.094" "240.160" "5.600" "0.000" "0.000" 17
"67360" "1/2/2007" "12:03:00" "1.362" "0.094" "240.030" "5.600" "0.000" "0.000" 18
"67361" "1/2/2007" "12:04:00" "1.370" "0.096" "240.870" "5.600" "0.000" "0.000" 18
"67362" "1/2/2007" "12:05:00" "1.362" "0.060" "240.890" "5.600" "0.000" "0.000" 17
"67363" "1/2/2007" "12:06:00" "1.402" "0.122" "240.030" "5.800" "0.000" "0.000" 18
"67364" "1/2/2007" "12:07:00" "1.406" "0.122" "239.960" "5.800" "0.000" "0.000" 18
"67365" "1/2/2007" "12:08:00" "1.402" "0.122" "239.850" "5.800" "0.000" "0.000" 17
"67366" "1/2/2007" "12:09:00" "1.404" "0.124" "240.330" "5.800" "0.000" "0.000" 18
"67367" "1/2/2007" "12:10:00" "1.398" "0.122" "240.040" "5.800" "0.000" "0.000" 18
"67368" "1/2/2007" "12:11:00" "1.400" "0.126" "240.820" "5.800" "0.000" "0.000" 17
"67369" "1/2/2007" "12:12:00" "1.392" "0.122" "240.140" "5.800" "0.000" "0.000" 18
"67370" "1/2/2007" "12:13:00" "1.384" "0.120" "239.510" "5.800" "0.000" "0.000" 18
"67371" "1/2/2007" "12:14:00" "1.390" "0.122" "240.310" "5.800" "0.000" "0.000" 17
"67372" "1/2/2007" "12:15:00" "1.390" "0.124" "240.320" "5.800" "0.000" "0.000" 18
"67373" "1/2/2007" "12:16:00" "1.386" "0.122" "239.930" "5.800" "0.000" "0.000" 18
"67374" "1/2/2007" "12:17:00" "1.096" "0.128" "240.770" "5.000" "0.000" "0.000" 13
"67375" "1/2/2007" "12:18:00" "0.326" "0.136" "241.030" "1.400" "0.000" "0.000" 0
"67376" "1/2/2007" "12:19:00" "0.326" "0.136" "241.120" "1.400" "0.000" "0.000" 0
"67377" "1/2/2007" "12:20:00" "0.326" "0.134" "240.620" "1.400" "0.000" "0.000" 0
"67378" "1/2/2007" "12:21:00" "0.262" "0.046" "240.800" "1.200" "0.000" "0.000" 0
"67379" "1/2/2007" "12:22:00" "0.230" "0.000" "240.130" "1.000" "0.000" "0.000" 0
"67380" "1/2/2007" "12:23:00" "0.230" "0.000" "240.020" "1.000" "0.000" "0.000" 0
"67381" "1/2/2007" "12:24:00" "0.230" "0.000" "240.290" "1.000" "0.000" "0.000" 0
"67382" "1/2/2007" "12:25:00" "0.230" "0.000" "240.120" "1.000" "0.000" "0.000" 0
"67383" "1/2/2007" "12:26:00" "0.230" "0.000" "240.440" "1.000" "0.000" "0.000" 0
"67384" "1/2/2007" "12:27:00" "0.232" "0.000" "241.370" "1.000" "0.000" "0.000" 0
"67385" "1/2/2007" "12:28:00" "0.232" "0.000" "240.880" "1.000" "0.000" "0.000" 0
"67386" "1/2/2007" "12:29:00" "0.232" "0.000" "240.690" "1.000" "0.000" "0.000" 0
"67387" "1/2/2007" "12:30:00" "0.230" "0.000" "240.530" "1.000" "0.000" "0.000" 0
"67388" "1/2/2007" "12:31:00" "0.232" "0.000" "240.860" "1.000" "0.000" "0.000" 0
"67389" "1/2/2007" "12:32:00" "0.232" "0.000" "241.090" "1.000" "0.000" "0.000" 0
"67390" "1/2/2007" "12:33:00" "0.232" "0.000" "240.890" "1.000" "0.000" "0.000" 0
"67391" "1/2/2007" "12:34:00" "0.234" "0.000" "241.730" "1.000" "0.000" "0.000" 0
"67392" "1/2/2007" "12:35:00" "0.234" "0.000" "241.730" "1.000" "0.000" "0.000" 0
"67393" "1/2/2007" "12:36:00" "0.232" "0.000" "240.810" "1.000" "0.000" "0.000" 0
"67394" "1/2/2007" "12:37:00" "0.232" "0.000" "241.280" "1.000" "0.000" "0.000" 0
"67395" "1/2/2007" "12:38:00" "0.234" "0.000" "241.360" "1.000" "0.000" "0.000" 0
"67396" "1/2/2007" "12:39:00" "0.232" "0.000" "241.290" "1.000" "0.000" "0.000" 0
"67397" "1/2/2007" "12:40:00" "0.258" "0.000" "241.520" "1.200" "0.000" "0.000" 0
"67398" "1/2/2007" "12:41:00" "0.310" "0.110" "241.680" "1.400" "0.000" "0.000" 0
"67399" "1/2/2007" "12:42:00" "0.310" "0.110" "241.810" "1.400" "0.000" "0.000" 0
"67400" "1/2/2007" "12:43:00" "0.312" "0.114" "242.600" "1.400" "0.000" "0.000" 0
"67401" "1/2/2007" "12:44:00" "0.312" "0.114" "242.790" "1.400" "0.000" "0.000" 0
"67402" "1/2/2007" "12:45:00" "0.310" "0.110" "241.720" "1.400" "0.000" "0.000" 0
"67403" "1/2/2007" "12:46:00" "0.368" "0.168" "241.220" "1.800" "0.000" "0.000" 0
"67404" "1/2/2007" "12:47:00" "0.416" "0.238" "240.730" "2.000" "0.000" "0.000" 0
"67405" "1/2/2007" "12:48:00" "0.408" "0.236" "240.180" "2.000" "0.000" "0.000" 0
"67406" "1/2/2007" "12:49:00" "0.408" "0.240" "240.850" "2.000" "0.000" "0.000" 0
"67407" "1/2/2007" "12:50:00" "0.408" "0.246" "241.960" "2.000" "0.000" "0.000" 0
"67408" "1/2/2007" "12:51:00" "0.404" "0.242" "241.970" "2.000" "0.000" "0.000" 0
"67409" "1/2/2007" "12:52:00" "0.334" "0.140" "241.700" "1.400" "0.000" "0.000" 0
"67410" "1/2/2007" "12:53:00" "0.334" "0.140" "241.460" "1.400" "0.000" "0.000" 0
"67411" "1/2/2007" "12:54:00" "0.332" "0.140" "241.550" "1.400" "0.000" "0.000" 0
"67412" "1/2/2007" "12:55:00" "0.332" "0.142" "241.690" "1.400" "0.000" "0.000" 0
"67413" "1/2/2007" "12:56:00" "0.330" "0.138" "241.000" "1.400" "0.000" "0.000" 0
"67414" "1/2/2007" "12:57:00" "0.330" "0.140" "241.440" "1.400" "0.000" "0.000" 0
"67415" "1/2/2007" "12:58:00" "0.328" "0.140" "241.430" "1.400" "0.000" "0.000" 0
"67416" "1/2/2007" "12:59:00" "0.330" "0.144" "241.870" "1.400" "0.000" "0.000" 0
"67417" "1/2/2007" "13:00:00" "0.328" "0.144" "241.750" "1.400" "0.000" "0.000" 0
"67418" "1/2/2007" "13:01:00" "0.328" "0.142" "241.640" "1.400" "0.000" "0.000" 0
"67419" "1/2/2007" "13:02:00" "0.258" "0.000" "242.020" "1.200" "0.000" "0.000" 0
"67420" "1/2/2007" "13:03:00" "0.234" "0.000" "241.530" "1.000" "0.000" "0.000" 0
"67421" "1/2/2007" "13:04:00" "0.232" "0.000" "241.240" "1.000" "0.000" "0.000" 0
"67422" "1/2/2007" "13:05:00" "0.234" "0.000" "241.480" "1.000" "0.000" "0.000" 0
"67423" "1/2/2007" "13:06:00" "0.232" "0.000" "240.550" "1.000" "0.000" "0.000" 0
"67424" "1/2/2007" "13:07:00" "0.232" "0.000" "240.420" "1.000" "0.000" "0.000" 0
"67425" "1/2/2007" "13:08:00" "0.230" "0.000" "239.880" "1.000" "0.000" "0.000" 0
"67426" "1/2/2007" "13:09:00" "0.230" "0.000" "239.490" "1.000" "0.000" "0.000" 0
"67427" "1/2/2007" "13:10:00" "0.228" "0.000" "238.820" "1.000" "0.000" "0.000" 0
"67428" "1/2/2007" "13:11:00" "0.228" "0.000" "238.190" "1.000" "0.000" "0.000" 0
"67429" "1/2/2007" "13:12:00" "0.228" "0.000" "238.190" "1.000" "0.000" "0.000" 0
"67430" "1/2/2007" "13:13:00" "0.228" "0.000" "238.580" "1.000" "0.000" "0.000" 0
"67431" "1/2/2007" "13:14:00" "0.228" "0.000" "238.710" "1.000" "0.000" "0.000" 0
"67432" "1/2/2007" "13:15:00" "0.228" "0.000" "238.240" "1.000" "0.000" "0.000" 0
"67433" "1/2/2007" "13:16:00" "0.228" "0.000" "238.770" "1.000" "0.000" "0.000" 0
"67434" "1/2/2007" "13:17:00" "0.230" "0.000" "239.400" "1.000" "0.000" "0.000" 0
"67435" "1/2/2007" "13:18:00" "0.230" "0.000" "239.480" "1.000" "0.000" "0.000" 0
"67436" "1/2/2007" "13:19:00" "0.230" "0.000" "239.560" "1.000" "0.000" "0.000" 0
"67437" "1/2/2007" "13:20:00" "0.230" "0.000" "239.850" "1.000" "0.000" "0.000" 0
"67438" "1/2/2007" "13:21:00" "0.232" "0.000" "240.430" "1.000" "0.000" "0.000" 0
"67439" "1/2/2007" "13:22:00" "0.240" "0.000" "240.470" "1.000" "0.000" "0.000" 0
"67440" "1/2/2007" "13:23:00" "0.238" "0.000" "240.470" "1.000" "0.000" "0.000" 0
"67441" "1/2/2007" "13:24:00" "0.238" "0.000" "240.500" "1.000" "0.000" "0.000" 0
"67442" "1/2/2007" "13:25:00" "0.238" "0.000" "240.690" "1.000" "0.000" "0.000" 0
"67443" "1/2/2007" "13:26:00" "0.238" "0.000" "240.740" "1.000" "0.000" "0.000" 0
"67444" "1/2/2007" "13:27:00" "0.312" "0.068" "241.950" "1.600" "0.000" "0.000" 0
"67445" "1/2/2007" "13:28:00" "0.422" "0.248" "242.060" "2.000" "0.000" "0.000" 0
"67446" "1/2/2007" "13:29:00" "0.418" "0.246" "241.720" "2.000" "0.000" "0.000" 0
"67447" "1/2/2007" "13:30:00" "0.416" "0.248" "241.880" "2.000" "0.000" "0.000" 0
"67448" "1/2/2007" "13:31:00" "0.416" "0.250" "242.270" "2.000" "0.000" "0.000" 0
"67449" "1/2/2007" "13:32:00" "0.412" "0.248" "241.790" "2.000" "0.000" "0.000" 0
"67450" "1/2/2007" "13:33:00" "0.408" "0.246" "241.450" "2.000" "0.000" "0.000" 0
"67451" "1/2/2007" "13:34:00" "0.404" "0.242" "240.960" "2.000" "0.000" "0.000" 0
"67452" "1/2/2007" "13:35:00" "0.402" "0.242" "240.980" "2.000" "0.000" "0.000" 0
"67453" "1/2/2007" "13:36:00" "0.400" "0.240" "240.730" "1.800" "0.000" "0.000" 0
"67454" "1/2/2007" "13:37:00" "0.406" "0.238" "240.400" "2.000" "0.000" "0.000" 0
"67455" "1/2/2007" "13:38:00" "0.396" "0.228" "240.130" "1.800" "0.000" "0.000" 0
"67456" "1/2/2007" "13:39:00" "0.332" "0.136" "240.300" "1.400" "0.000" "0.000" 0
"67457" "1/2/2007" "13:40:00" "0.330" "0.132" "239.620" "1.400" "0.000" "0.000" 0
"67458" "1/2/2007" "13:41:00" "0.328" "0.130" "239.110" "1.400" "0.000" "0.000" 0
"67459" "1/2/2007" "13:42:00" "0.328" "0.128" "238.640" "1.400" "0.000" "0.000" 0
"67460" "1/2/2007" "13:43:00" "0.248" "0.000" "239.750" "1.000" "0.000" "0.000" 0
"67461" "1/2/2007" "13:44:00" "0.288" "0.052" "239.770" "1.400" "0.000" "0.000" 0
"67462" "1/2/2007" "13:45:00" "0.316" "0.122" "239.760" "1.400" "0.000" "1.000" 0
"67463" "1/2/2007" "13:46:00" "0.312" "0.120" "239.610" "1.400" "0.000" "1.000" 0
"67464" "1/2/2007" "13:47:00" "0.312" "0.120" "239.580" "1.400" "0.000" "1.000" 0
"67465" "1/2/2007" "13:48:00" "0.312" "0.116" "238.770" "1.400" "0.000" "2.000" 0
"67466" "1/2/2007" "13:49:00" "0.312" "0.116" "238.690" "1.400" "0.000" "1.000" 0
"67467" "1/2/2007" "13:50:00" "0.312" "0.116" "238.730" "1.400" "0.000" "1.000" 0
"67468" "1/2/2007" "13:51:00" "0.314" "0.118" "239.090" "1.400" "0.000" "2.000" 0
"67469" "1/2/2007" "13:52:00" "0.320" "0.120" "239.440" "1.400" "0.000" "1.000" 0
"67470" "1/2/2007" "13:53:00" "0.320" "0.120" "239.720" "1.400" "0.000" "2.000" 0
"67471" "1/2/2007" "13:54:00" "0.320" "0.120" "239.770" "1.400" "0.000" "1.000" 0
