"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","Date_POS"
"570","1/2/2007","09:29:00","1.444","0.122","238.100","6.000","2.000","0.000","17.000",2007-02-01
"571","1/2/2007","09:30:00","1.448","0.124","238.540","6.000","1.000","0.000","18.000",2007-02-01
"572","1/2/2007","09:31:00","1.444","0.126","238.710","6.000","1.000","0.000","17.000",2007-02-01
"573","1/2/2007","09:32:00","1.434","0.122","238.060","6.000","1.000","0.000","18.000",2007-02-01
"574","1/2/2007","09:33:00","1.518","0.216","237.850","6.400","1.000","0.000","17.000",2007-02-01
"575","1/2/2007","09:34:00","1.490","0.256","237.550","6.200","1.000","0.000","17.000",2007-02-01
"576","1/2/2007","09:35:00","1.474","0.248","237.380","6.200","1.000","0.000","17.000",2007-02-01
"577","1/2/2007","09:36:00","1.458","0.246","237.490","6.200","1.000","0.000","18.000",2007-02-01
"578","1/2/2007","09:37:00","1.518","0.234","237.460","6.400","1.000","0.000","17.000",2007-02-01
"579","1/2/2007","09:38:00","1.444","0.116","238.820","6.000","1.000","0.000","18.000",2007-02-01
"580","1/2/2007","09:39:00","1.430","0.098","238.510","6.000","2.000","0.000","17.000",2007-02-01
"581","1/2/2007","09:40:00","1.418","0.094","238.160","5.800","1.000","0.000","17.000",2007-02-01
"582","1/2/2007","09:41:00","1.420","0.094","238.160","5.800","1.000","0.000","18.000",2007-02-01
"583","1/2/2007","09:42:00","1.416","0.094","238.100","5.800","1.000","0.000","17.000",2007-02-01
"584","1/2/2007","09:43:00","1.406","0.092","237.500","5.800","1.000","0.000","17.000",2007-02-01
"585","1/2/2007","09:44:00","1.384","0.104","237.390","5.800","1.000","0.000","18.000",2007-02-01
"586","1/2/2007","09:45:00","1.348","0.076","238.030","5.600","1.000","0.000","17.000",2007-02-01
"587","1/2/2007","09:46:00","1.300","0.000","238.160","5.400","1.000","0.000","17.000",2007-02-01
"588","1/2/2007","09:47:00","1.332","0.000","238.270","5.600","1.000","0.000","18.000",2007-02-01
"589","1/2/2007","09:48:00","2.402","0.000","236.870","11.000","17.000","0.000","17.000",2007-02-01
"590","1/2/2007","09:49:00","3.496","0.000","235.980","14.800","37.000","0.000","17.000",2007-02-01
"591","1/2/2007","09:50:00","3.492","0.000","235.930","14.800","37.000","0.000","17.000",2007-02-01
"592","1/2/2007","09:51:00","3.502","0.000","236.290","14.800","38.000","0.000","17.000",2007-02-01
"593","1/2/2007","09:52:00","3.494","0.000","235.840","14.800","37.000","0.000","17.000",2007-02-01
"594","1/2/2007","09:53:00","3.486","0.000","235.610","14.800","37.000","0.000","17.000",2007-02-01
"595","1/2/2007","09:54:00","3.492","0.000","236.000","14.800","37.000","0.000","18.000",2007-02-01
"596","1/2/2007","09:55:00","3.504","0.000","236.530","14.800","37.000","0.000","17.000",2007-02-01
"597","1/2/2007","09:56:00","3.518","0.000","237.180","14.800","38.000","0.000","17.000",2007-02-01
"598","1/2/2007","09:57:00","3.520","0.000","236.980","14.800","38.000","0.000","17.000",2007-02-01
"599","1/2/2007","09:58:00","3.510","0.000","236.810","14.800","37.000","0.000","17.000",2007-02-01
"600","1/2/2007","09:59:00","3.502","0.000","236.860","14.600","37.000","0.000","18.000",2007-02-01
"601","1/2/2007","10:00:00","3.520","0.000","237.370","14.800","38.000","0.000","17.000",2007-02-01
"602","1/2/2007","10:01:00","3.508","0.000","237.140","14.800","37.000","0.000","17.000",2007-02-01
"603","1/2/2007","10:02:00","3.500","0.000","236.930","14.600","37.000","0.000","17.000",2007-02-01
"604","1/2/2007","10:03:00","2.368","0.114","237.160","11.000","19.000","0.000","17.000",2007-02-01
"605","1/2/2007","10:04:00","1.376","0.112","237.750","5.800","0.000","0.000","18.000",2007-02-01
"606","1/2/2007","10:05:00","1.380","0.116","238.340","5.800","0.000","0.000","17.000",2007-02-01
"607","1/2/2007","10:06:00","1.378","0.120","237.810","5.800","0.000","0.000","18.000",2007-02-01
"608","1/2/2007","10:07:00","1.394","0.148","237.150","5.800","0.000","0.000","17.000",2007-02-01
"609","1/2/2007","10:08:00","1.372","0.116","236.940","5.800","1.000","0.000","17.000",2007-02-01
"610","1/2/2007","10:09:00","1.358","0.108","236.760","5.600","0.000","0.000","17.000",2007-02-01
"611","1/2/2007","10:10:00","1.356","0.110","236.830","5.600","0.000","0.000","17.000",2007-02-01
"612","1/2/2007","10:11:00","1.348","0.106","236.060","5.600","0.000","0.000","17.000",2007-02-01
"613","1/2/2007","10:12:00","1.352","0.108","236.580","5.600","0.000","0.000","18.000",2007-02-01
"614","1/2/2007","10:13:00","1.348","0.106","236.210","5.600","0.000","0.000","17.000",2007-02-01
"615","1/2/2007","10:14:00","1.362","0.112","237.570","5.600","0.000","0.000","17.000",2007-02-01
"616","1/2/2007","10:15:00","1.358","0.110","237.390","5.600","0.000","0.000","17.000",2007-02-01
"617","1/2/2007","10:16:00","1.362","0.112","237.720","5.600","0.000","0.000","18.000",2007-02-01
"618","1/2/2007","10:17:00","1.368","0.116","238.370","5.600","0.000","0.000","17.000",2007-02-01
"619","1/2/2007","10:18:00","1.344","0.074","238.780","5.600","0.000","0.000","18.000",2007-02-01
"620","1/2/2007","10:19:00","1.282","0.000","238.900","5.200","0.000","0.000","17.000",2007-02-01
"621","1/2/2007","10:20:00","1.322","0.000","239.140","5.400","0.000","0.000","18.000",2007-02-01
"622","1/2/2007","10:21:00","1.360","0.090","239.100","5.600","0.000","0.000","17.000",2007-02-01
"623","1/2/2007","10:22:00","1.348","0.086","238.030","5.600","0.000","0.000","17.000",2007-02-01
"624","1/2/2007","10:23:00","1.352","0.086","238.230","5.600","0.000","0.000","18.000",2007-02-01
"625","1/2/2007","10:24:00","1.356","0.088","238.800","5.600","0.000","0.000","17.000",2007-02-01
"626","1/2/2007","10:25:00","1.356","0.088","238.890","5.600","0.000","0.000","18.000",2007-02-01
"627","1/2/2007","10:26:00","1.352","0.088","238.550","5.600","0.000","0.000","17.000",2007-02-01
"628","1/2/2007","10:27:00","1.356","0.090","239.250","5.600","0.000","0.000","18.000",2007-02-01
"629","1/2/2007","10:28:00","1.352","0.088","238.810","5.600","0.000","0.000","17.000",2007-02-01
"630","1/2/2007","10:29:00","1.344","0.086","238.300","5.600","0.000","0.000","18.000",2007-02-01
"631","1/2/2007","10:30:00","1.344","0.086","238.250","5.600","0.000","0.000","17.000",2007-02-01
"632","1/2/2007","10:31:00","1.342","0.086","238.250","5.600","0.000","0.000","17.000",2007-02-01
"633","1/2/2007","10:32:00","1.288","0.000","238.140","5.400","0.000","0.000","18.000",2007-02-01
"634","1/2/2007","10:33:00","1.266","0.000","237.400","5.200","0.000","0.000","17.000",2007-02-01
"635","1/2/2007","10:34:00","1.262","0.000","237.050","5.200","0.000","0.000","17.000",2007-02-01
"636","1/2/2007","10:35:00","1.276","0.000","238.340","5.200","0.000","0.000","18.000",2007-02-01
"637","1/2/2007","10:36:00","1.278","0.000","238.570","5.200","0.000","0.000","17.000",2007-02-01
"638","1/2/2007","10:37:00","1.286","0.000","238.520","5.400","0.000","0.000","18.000",2007-02-01
"639","1/2/2007","10:38:00","1.310","0.000","238.690","5.400","0.000","0.000","17.000",2007-02-01
"640","1/2/2007","10:39:00","1.280","0.000","238.660","5.200","0.000","0.000","18.000",2007-02-01
"641","1/2/2007","10:40:00","1.286","0.000","239.260","5.400","0.000","0.000","17.000",2007-02-01
"642","1/2/2007","10:41:00","1.284","0.000","239.180","5.400","0.000","0.000","18.000",2007-02-01
"643","1/2/2007","10:42:00","1.290","0.000","239.650","5.400","0.000","0.000","17.000",2007-02-01
"644","1/2/2007","10:43:00","1.302","0.000","239.110","5.400","0.000","0.000","18.000",2007-02-01
"645","1/2/2007","10:44:00","1.392","0.118","239.060","5.800","0.000","0.000","17.000",2007-02-01
"646","1/2/2007","10:45:00","1.400","0.122","239.870","5.800","0.000","0.000","18.000",2007-02-01
"647","1/2/2007","10:46:00","1.394","0.122","239.690","5.800","0.000","0.000","17.000",2007-02-01
"648","1/2/2007","10:47:00","1.400","0.124","240.310","5.800","0.000","0.000","18.000",2007-02-01
"649","1/2/2007","10:48:00","1.402","0.126","240.650","5.800","0.000","0.000","18.000",2007-02-01
"650","1/2/2007","10:49:00","1.406","0.128","241.270","5.800","0.000","0.000","18.000",2007-02-01
"651","1/2/2007","10:50:00","1.406","0.130","241.420","5.800","0.000","0.000","18.000",2007-02-01
"652","1/2/2007","10:51:00","1.400","0.128","240.880","5.800","0.000","0.000","17.000",2007-02-01
"653","1/2/2007","10:52:00","1.410","0.128","241.100","5.800","0.000","0.000","18.000",2007-02-01
"654","1/2/2007","10:53:00","1.406","0.128","241.000","5.800","0.000","0.000","18.000",2007-02-01
"655","1/2/2007","10:54:00","1.396","0.124","240.190","5.800","0.000","0.000","18.000",2007-02-01
"656","1/2/2007","10:55:00","1.386","0.122","239.640","5.800","0.000","0.000","17.000",2007-02-01
"657","1/2/2007","10:56:00","1.366","0.114","238.130","5.600","0.000","0.000","18.000",2007-02-01
"658","1/2/2007","10:57:00","1.370","0.116","238.560","5.600","0.000","0.000","17.000",2007-02-01
"659","1/2/2007","10:58:00","1.372","0.116","238.760","5.600","0.000","0.000","18.000",2007-02-01
"660","1/2/2007","10:59:00","1.328","0.050","239.180","5.400","0.000","0.000","17.000",2007-02-01
"661","1/2/2007","11:00:00","1.280","0.000","238.740","5.200","0.000","0.000","17.000",2007-02-01
"662","1/2/2007","11:01:00","1.276","0.000","238.440","5.200","0.000","0.000","18.000",2007-02-01
"663","1/2/2007","11:02:00","1.282","0.000","238.950","5.200","0.000","0.000","17.000",2007-02-01
"664","1/2/2007","11:03:00","1.278","0.000","238.520","5.200","0.000","0.000","18.000",2007-02-01
"665","1/2/2007","11:04:00","1.270","0.000","237.860","5.200","0.000","0.000","17.000",2007-02-01
"666","1/2/2007","11:05:00","1.270","0.000","237.690","5.200","0.000","0.000","18.000",2007-02-01
"667","1/2/2007","11:06:00","1.274","0.000","238.160","5.200","0.000","0.000","17.000",2007-02-01
"668","1/2/2007","11:07:00","1.328","0.000","238.370","5.600","0.000","0.000","17.000",2007-02-01
"669","1/2/2007","11:08:00","1.364","0.090","239.000","5.600","0.000","0.000","18.000",2007-02-01
"670","1/2/2007","11:09:00","1.366","0.090","239.100","5.600","0.000","0.000","17.000",2007-02-01
"671","1/2/2007","11:10:00","1.362","0.090","238.870","5.600","0.000","0.000","18.000",2007-02-01
"672","1/2/2007","11:11:00","1.364","0.090","239.120","5.600","0.000","0.000","17.000",2007-02-01
"673","1/2/2007","11:12:00","1.364","0.090","239.230","5.600","0.000","0.000","18.000",2007-02-01
"674","1/2/2007","11:13:00","1.360","0.090","238.870","5.600","0.000","0.000","17.000",2007-02-01
"675","1/2/2007","11:14:00","1.354","0.088","238.700","5.600","0.000","0.000","18.000",2007-02-01
"676","1/2/2007","11:15:00","1.430","0.198","237.860","6.000","0.000","0.000","17.000",2007-02-01
"677","1/2/2007","11:16:00","1.422","0.204","237.830","6.000","0.000","2.000","17.000",2007-02-01
"678","1/2/2007","11:17:00","1.418","0.204","237.830","6.000","0.000","1.000","18.000",2007-02-01
"679","1/2/2007","11:18:00","1.402","0.176","238.130","5.800","0.000","1.000","17.000",2007-02-01
"680","1/2/2007","11:19:00","1.362","0.106","238.750","5.600","0.000","2.000","18.000",2007-02-01
"681","1/2/2007","11:20:00","1.358","0.104","238.350","5.600","0.000","1.000","17.000",2007-02-01
"682","1/2/2007","11:21:00","1.364","0.108","238.950","5.600","0.000","2.000","18.000",2007-02-01
"683","1/2/2007","11:22:00","1.370","0.108","238.830","5.600","0.000","1.000","17.000",2007-02-01
"684","1/2/2007","11:23:00","1.366","0.106","238.400","5.600","0.000","1.000","17.000",2007-02-01
"685","1/2/2007","11:24:00","1.398","0.126","238.990","5.800","0.000","2.000","18.000",2007-02-01
"686","1/2/2007","11:25:00","1.484","0.242","239.320","6.200","0.000","1.000","18.000",2007-02-01
"687","1/2/2007","11:26:00","1.474","0.238","238.870","6.200","0.000","2.000","17.000",2007-02-01
"688","1/2/2007","11:27:00","1.478","0.242","239.490","6.200","0.000","1.000","18.000",2007-02-01
"689","1/2/2007","11:28:00","1.488","0.248","240.610","6.200","0.000","1.000","17.000",2007-02-01
"690","1/2/2007","11:29:00","1.490","0.250","241.020","6.200","0.000","2.000","18.000",2007-02-01
"691","1/2/2007","11:30:00","1.476","0.246","240.240","6.200","0.000","1.000","18.000",2007-02-01
"692","1/2/2007","11:31:00","1.476","0.250","240.920","6.200","0.000","1.000","18.000",2007-02-01
"693","1/2/2007","11:32:00","1.468","0.246","240.320","6.200","0.000","1.000","17.000",2007-02-01
"694","1/2/2007","11:33:00","1.464","0.244","240.030","6.200","0.000","2.000","18.000",2007-02-01
"695","1/2/2007","11:34:00","1.462","0.244","240.010","6.000","0.000","1.000","18.000",2007-02-01
"696","1/2/2007","11:35:00","1.458","0.244","239.900","6.000","0.000","1.000","17.000",2007-02-01
"697","1/2/2007","11:36:00","1.450","0.238","239.080","6.000","0.000","1.000","18.000",2007-02-01
"698","1/2/2007","11:37:00","1.452","0.238","238.840","6.000","0.000","2.000","17.000",2007-02-01
"699","1/2/2007","11:38:00","1.446","0.236","238.420","6.000","0.000","1.000","18.000",2007-02-01
"700","1/2/2007","11:39:00","1.440","0.232","237.900","6.000","0.000","1.000","17.000",2007-02-01
"701","1/2/2007","11:40:00","1.378","0.140","238.370","5.800","0.000","1.000","17.000",2007-02-01
"702","1/2/2007","11:41:00","1.352","0.104","238.420","5.600","0.000","1.000","18.000",2007-02-01
"703","1/2/2007","11:42:00","1.350","0.104","238.110","5.600","0.000","2.000","17.000",2007-02-01
"704","1/2/2007","11:43:00","1.348","0.096","238.530","5.600","0.000","1.000","18.000",2007-02-01
"705","1/2/2007","11:44:00","1.280","0.000","238.170","5.400","0.000","0.000","17.000",2007-02-01
"706","1/2/2007","11:45:00","1.276","0.000","238.430","5.200","0.000","0.000","17.000",2007-02-01
"707","1/2/2007","11:46:00","1.280","0.000","238.850","5.200","0.000","0.000","18.000",2007-02-01
"708","1/2/2007","11:47:00","1.290","0.000","239.860","5.400","0.000","0.000","18.000",2007-02-01
"709","1/2/2007","11:48:00","1.290","0.000","239.750","5.400","0.000","0.000","17.000",2007-02-01
"710","1/2/2007","11:49:00","1.292","0.000","239.880","5.400","0.000","0.000","18.000",2007-02-01
"711","1/2/2007","11:50:00","1.292","0.000","239.920","5.400","0.000","0.000","17.000",2007-02-01
"712","1/2/2007","11:51:00","1.302","0.000","240.820","5.400","0.000","0.000","18.000",2007-02-01
"713","1/2/2007","11:52:00","1.306","0.000","240.540","5.400","0.000","0.000","18.000",2007-02-01
"714","1/2/2007","11:53:00","1.292","0.000","239.260","5.400","0.000","0.000","17.000",2007-02-01
"715","1/2/2007","11:54:00","1.378","0.072","240.710","5.800","0.000","0.000","18.000",2007-02-01
"716","1/2/2007","11:55:00","1.390","0.100","241.460","5.600","0.000","0.000","18.000",2007-02-01
"717","1/2/2007","11:56:00","1.384","0.098","241.060","5.600","0.000","0.000","18.000",2007-02-01
"718","1/2/2007","11:57:00","1.392","0.100","241.620","5.600","0.000","0.000","18.000",2007-02-01
"719","1/2/2007","11:58:00","1.386","0.100","241.650","5.600","0.000","0.000","18.000",2007-02-01
"720","1/2/2007","11:59:00","1.370","0.094","240.380","5.600","0.000","0.000","17.000",2007-02-01
"721","1/2/2007","12:00:00","1.360","0.090","239.570","5.600","0.000","0.000","18.000",2007-02-01
"722","1/2/2007","12:01:00","1.360","0.092","239.840","5.600","0.000","0.000","18.000",2007-02-01
"723","1/2/2007","12:02:00","1.364","0.094","240.160","5.600","0.000","0.000","17.000",2007-02-01
"724","1/2/2007","12:03:00","1.362","0.094","240.030","5.600","0.000","0.000","18.000",2007-02-01
"725","1/2/2007","12:04:00","1.370","0.096","240.870","5.600","0.000","0.000","18.000",2007-02-01
"726","1/2/2007","12:05:00","1.362","0.060","240.890","5.600","0.000","0.000","17.000",2007-02-01
"727","1/2/2007","12:06:00","1.402","0.122","240.030","5.800","0.000","0.000","18.000",2007-02-01
"728","1/2/2007","12:07:00","1.406","0.122","239.960","5.800","0.000","0.000","18.000",2007-02-01
"729","1/2/2007","12:08:00","1.402","0.122","239.850","5.800","0.000","0.000","17.000",2007-02-01
"730","1/2/2007","12:09:00","1.404","0.124","240.330","5.800","0.000","0.000","18.000",2007-02-01
"731","1/2/2007","12:10:00","1.398","0.122","240.040","5.800","0.000","0.000","18.000",2007-02-01
"732","1/2/2007","12:11:00","1.400","0.126","240.820","5.800","0.000","0.000","17.000",2007-02-01
"733","1/2/2007","12:12:00","1.392","0.122","240.140","5.800","0.000","0.000","18.000",2007-02-01
"734","1/2/2007","12:13:00","1.384","0.120","239.510","5.800","0.000","0.000","18.000",2007-02-01
"735","1/2/2007","12:14:00","1.390","0.122","240.310","5.800","0.000","0.000","17.000",2007-02-01
"736","1/2/2007","12:15:00","1.390","0.124","240.320","5.800","0.000","0.000","18.000",2007-02-01
"737","1/2/2007","12:16:00","1.386","0.122","239.930","5.800","0.000","0.000","18.000",2007-02-01
"738","1/2/2007","12:17:00","1.096","0.128","240.770","5.000","0.000","0.000","13.000",2007-02-01
"739","1/2/2007","12:18:00","0.326","0.136","241.030","1.400","0.000","0.000","0.000",2007-02-01
"740","1/2/2007","12:19:00","0.326","0.136","241.120","1.400","0.000","0.000","0.000",2007-02-01
"741","1/2/2007","12:20:00","0.326","0.134","240.620","1.400","0.000","0.000","0.000",2007-02-01
"742","1/2/2007","12:21:00","0.262","0.046","240.800","1.200","0.000","0.000","0.000",2007-02-01
"743","1/2/2007","12:22:00","0.230","0.000","240.130","1.000","0.000","0.000","0.000",2007-02-01
"744","1/2/2007","12:23:00","0.230","0.000","240.020","1.000","0.000","0.000","0.000",2007-02-01
"745","1/2/2007","12:24:00","0.230","0.000","240.290","1.000","0.000","0.000","0.000",2007-02-01
"746","1/2/2007","12:25:00","0.230","0.000","240.120","1.000","0.000","0.000","0.000",2007-02-01
"747","1/2/2007","12:26:00","0.230","0.000","240.440","1.000","0.000","0.000","0.000",2007-02-01
"748","1/2/2007","12:27:00","0.232","0.000","241.370","1.000","0.000","0.000","0.000",2007-02-01
"749","1/2/2007","12:28:00","0.232","0.000","240.880","1.000","0.000","0.000","0.000",2007-02-01
"750","1/2/2007","12:29:00","0.232","0.000","240.690","1.000","0.000","0.000","0.000",2007-02-01
"751","1/2/2007","12:30:00","0.230","0.000","240.530","1.000","0.000","0.000","0.000",2007-02-01
"752","1/2/2007","12:31:00","0.232","0.000","240.860","1.000","0.000","0.000","0.000",2007-02-01
"753","1/2/2007","12:32:00","0.232","0.000","241.090","1.000","0.000","0.000","0.000",2007-02-01
"754","1/2/2007","12:33:00","0.232","0.000","240.890","1.000","0.000","0.000","0.000",2007-02-01
"755","1/2/2007","12:34:00","0.234","0.000","241.730","1.000","0.000","0.000","0.000",2007-02-01
"756","1/2/2007","12:35:00","0.234","0.000","241.730","1.000","0.000","0.000","0.000",2007-02-01
"757","1/2/2007","12:36:00","0.232","0.000","240.810","1.000","0.000","0.000","0.000",2007-02-01
"758","1/2/2007","12:37:00","0.232","0.000","241.280","1.000","0.000","0.000","0.000",2007-02-01
"759","1/2/2007","12:38:00","0.234","0.000","241.360","1.000","0.000","0.000","0.000",2007-02-01
"760","1/2/2007","12:39:00","0.232","0.000","241.290","1.000","0.000","0.000","0.000",2007-02-01
"761","1/2/2007","12:40:00","0.258","0.000","241.520","1.200","0.000","0.000","0.000",2007-02-01
"762","1/2/2007","12:41:00","0.310","0.110","241.680","1.400","0.000","0.000","0.000",2007-02-01
"763","1/2/2007","12:42:00","0.310","0.110","241.810","1.400","0.000","0.000","0.000",2007-02-01
"764","1/2/2007","12:43:00","0.312","0.114","242.600","1.400","0.000","0.000","0.000",2007-02-01
"765","1/2/2007","12:44:00","0.312","0.114","242.790","1.400","0.000","0.000","0.000",2007-02-01
"766","1/2/2007","12:45:00","0.310","0.110","241.720","1.400","0.000","0.000","0.000",2007-02-01
"767","1/2/2007","12:46:00","0.368","0.168","241.220","1.800","0.000","0.000","0.000",2007-02-01
"768","1/2/2007","12:47:00","0.416","0.238","240.730","2.000","0.000","0.000","0.000",2007-02-01
"769","1/2/2007","12:48:00","0.408","0.236","240.180","2.000","0.000","0.000","0.000",2007-02-01
"770","1/2/2007","12:49:00","0.408","0.240","240.850","2.000","0.000","0.000","0.000",2007-02-01
"771","1/2/2007","12:50:00","0.408","0.246","241.960","2.000","0.000","0.000","0.000",2007-02-01
"772","1/2/2007","12:51:00","0.404","0.242","241.970","2.000","0.000","0.000","0.000",2007-02-01
"773","1/2/2007","12:52:00","0.334","0.140","241.700","1.400","0.000","0.000","0.000",2007-02-01
"774","1/2/2007","12:53:00","0.334","0.140","241.460","1.400","0.000","0.000","0.000",2007-02-01
"775","1/2/2007","12:54:00","0.332","0.140","241.550","1.400","0.000","0.000","0.000",2007-02-01
"776","1/2/2007","12:55:00","0.332","0.142","241.690","1.400","0.000","0.000","0.000",2007-02-01
"777","1/2/2007","12:56:00","0.330","0.138","241.000","1.400","0.000","0.000","0.000",2007-02-01
"778","1/2/2007","12:57:00","0.330","0.140","241.440","1.400","0.000","0.000","0.000",2007-02-01
"779","1/2/2007","12:58:00","0.328","0.140","241.430","1.400","0.000","0.000","0.000",2007-02-01
"780","1/2/2007","12:59:00","0.330","0.144","241.870","1.400","0.000","0.000","0.000",2007-02-01
"781","1/2/2007","13:00:00","0.328","0.144","241.750","1.400","0.000","0.000","0.000",2007-02-01
"782","1/2/2007","13:01:00","0.328","0.142","241.640","1.400","0.000","0.000","0.000",2007-02-01
"783","1/2/2007","13:02:00","0.258","0.000","242.020","1.200","0.000","0.000","0.000",2007-02-01
"784","1/2/2007","13:03:00","0.234","0.000","241.530","1.000","0.000","0.000","0.000",2007-02-01
"785","1/2/2007","13:04:00","0.232","0.000","241.240","1.000","0.000","0.000","0.000",2007-02-01
"786","1/2/2007","13:05:00","0.234","0.000","241.480","1.000","0.000","0.000","0.000",2007-02-01
"787","1/2/2007","13:06:00","0.232","0.000","240.550","1.000","0.000","0.000","0.000",2007-02-01
"788","1/2/2007","13:07:00","0.232","0.000","240.420","1.000","0.000","0.000","0.000",2007-02-01
"789","1/2/2007","13:08:00","0.230","0.000","239.880","1.000","0.000","0.000","0.000",2007-02-01
"790","1/2/2007","13:09:00","0.230","0.000","239.490","1.000","0.000","0.000","0.000",2007-02-01
"791","1/2/2007","13:10:00","0.228","0.000","238.820","1.000","0.000","0.000","0.000",2007-02-01
"792","1/2/2007","13:11:00","0.228","0.000","238.190","1.000","0.000","0.000","0.000",2007-02-01
"793","1/2/2007","13:12:00","0.228","0.000","238.190","1.000","0.000","0.000","0.000",2007-02-01
"794","1/2/2007","13:13:00","0.228","0.000","238.580","1.000","0.000","0.000","0.000",2007-02-01
"795","1/2/2007","13:14:00","0.228","0.000","238.710","1.000","0.000","0.000","0.000",2007-02-01
"796","1/2/2007","13:15:00","0.228","0.000","238.240","1.000","0.000","0.000","0.000",2007-02-01
"797","1/2/2007","13:16:00","0.228","0.000","238.770","1.000","0.000","0.000","0.000",2007-02-01
"798","1/2/2007","13:17:00","0.230","0.000","239.400","1.000","0.000","0.000","0.000",2007-02-01
"799","1/2/2007","13:18:00","0.230","0.000","239.480","1.000","0.000","0.000","0.000",2007-02-01
"800","1/2/2007","13:19:00","0.230","0.000","239.560","1.000","0.000","0.000","0.000",2007-02-01
"801","1/2/2007","13:20:00","0.230","0.000","239.850","1.000","0.000","0.000","0.000",2007-02-01
"802","1/2/2007","13:21:00","0.232","0.000","240.430","1.000","0.000","0.000","0.000",2007-02-01
"803","1/2/2007","13:22:00","0.240","0.000","240.470","1.000","0.000","0.000","0.000",2007-02-01
"804","1/2/2007","13:23:00","0.238","0.000","240.470","1.000","0.000","0.000","0.000",2007-02-01
"805","1/2/2007","13:24:00","0.238","0.000","240.500","1.000","0.000","0.000","0.000",2007-02-01
"806","1/2/2007","13:25:00","0.238","0.000","240.690","1.000","0.000","0.000","0.000",2007-02-01
"807","1/2/2007","13:26:00","0.238","0.000","240.740","1.000","0.000","0.000","0.000",2007-02-01
"808","1/2/2007","13:27:00","0.312","0.068","241.950","1.600","0.000","0.000","0.000",2007-02-01
"809","1/2/2007","13:28:00","0.422","0.248","242.060","2.000","0.000","0.000","0.000",2007-02-01
"810","1/2/2007","13:29:00","0.418","0.246","241.720","2.000","0.000","0.000","0.000",2007-02-01
"811","1/2/2007","13:30:00","0.416","0.248","241.880","2.000","0.000","0.000","0.000",2007-02-01
"812","1/2/2007","13:31:00","0.416","0.250","242.270","2.000","0.000","0.000","0.000",2007-02-01
"813","1/2/2007","13:32:00","0.412","0.248","241.790","2.000","0.000","0.000","0.000",2007-02-01
"814","1/2/2007","13:33:00","0.408","0.246","241.450","2.000","0.000","0.000","0.000",2007-02-01
"815","1/2/2007","13:34:00","0.404","0.242","240.960","2.000","0.000","0.000","0.000",2007-02-01
"816","1/2/2007","13:35:00","0.402","0.242","240.980","2.000","0.000","0.000","0.000",2007-02-01
"817","1/2/2007","13:36:00","0.400","0.240","240.730","1.800","0.000","0.000","0.000",2007-02-01
"818","1/2/2007","13:37:00","0.406","0.238","240.400","2.000","0.000","0.000","0.000",2007-02-01
"819","1/2/2007","13:38:00","0.396","0.228","240.130","1.800","0.000","0.000","0.000",2007-02-01
"820","1/2/2007","13:39:00","0.332","0.136","240.300","1.400","0.000","0.000","0.000",2007-02-01
"821","1/2/2007","13:40:00","0.330","0.132","239.620","1.400","0.000","0.000","0.000",2007-02-01
"822","1/2/2007","13:41:00","0.328","0.130","239.110","1.400","0.000","0.000","0.000",2007-02-01
"823","1/2/2007","13:42:00","0.328","0.128","238.640","1.400","0.000","0.000","0.000",2007-02-01
"824","1/2/2007","13:43:00","0.248","0.000","239.750","1.000","0.000","0.000","0.000",2007-02-01
"825","1/2/2007","13:44:00","0.288","0.052","239.770","1.400","0.000","0.000","0.000",2007-02-01
"826","1/2/2007","13:45:00","0.316","0.122","239.760","1.400","0.000","1.000","0.000",2007-02-01
"827","1/2/2007","13:46:00","0.312","0.120","239.610","1.400","0.000","1.000","0.000",2007-02-01
"828","1/2/2007","13:47:00","0.312","0.120","239.580","1.400","0.000","1.000","0.000",2007-02-01
"829","1/2/2007","13:48:00","0.312","0.116","238.770","1.400","0.000","2.000","0.000",2007-02-01
"830","1/2/2007","13:49:00","0.312","0.116","238.690","1.400","0.000","1.000","0.000",2007-02-01
"831","1/2/2007","13:50:00","0.312","0.116","238.730","1.400","0.000","1.000","0.000",2007-02-01
"832","1/2/2007","13:51:00","0.314","0.118","239.090","1.400","0.000","2.000","0.000",2007-02-01
"833","1/2/2007","13:52:00","0.320","0.120","239.440","1.400","0.000","1.000","0.000",2007-02-01
"834","1/2/2007","13:53:00","0.320","0.120","239.720","1.400","0.000","2.000","0.000",2007-02-01
"835","1/2/2007","13:54:00","0.320","0.120","239.770","1.400","0.000","1.000","0.000",2007-02-01
"836","1/2/2007","13:55:00","0.318","0.120","239.650","1.400","0.000","1.000","0.000",2007-02-01
"837","1/2/2007","13:56:00","0.320","0.124","240.600","1.400","0.000","2.000","0.000",2007-02-01
"838","1/2/2007","13:57:00","0.318","0.122","240.120","1.400","0.000","1.000","0.000",2007-02-01
"839","1/2/2007","13:58:00","0.318","0.122","240.090","1.400","0.000","1.000","0.000",2007-02-01
"840","1/2/2007","13:59:00","0.316","0.122","239.830","1.400","0.000","2.000","0.000",2007-02-01
"841","1/2/2007","14:00:00","0.314","0.120","239.700","1.400","0.000","1.000","0.000",2007-02-01
"842","1/2/2007","14:01:00","0.310","0.124","240.440","1.400","0.000","1.000","0.000",2007-02-01
